,NAME,2021-03-10,2021-03-11,2021-03-12,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-06,2021-05-07,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-13,2021-09-14
BK0534,成渝特区,45.28,48.52,58.49,53.37,57.14,48.52,61.46,71.7,78.71,64.96,74.93,64.69,72.24,73.05,72.24,68.19,77.9,80.32,81.67,84.37,85.18,79.25,78.17,77.36,75.2,78.44,66.58,57.41,56.87,71.97,61.73,71.97,69.27,68.73,71.7,70.62,71.16,80.86,83.56,83.29,83.29,84.37,78.98,80.32,80.59,83.56,83.29,84.64,85.71,84.64,84.64,83.29,82.75,84.64,71.97,63.61,62.8,51.75,39.62,33.69,23.72,21.83,25.61,23.72,23.99,15.9,14.82,20.22,18.87,21.83,22.37,20.49,20.75,21.56,19.41,25.07,23.72,25.88,26.15,29.65,40.43,38.27,43.4,38.01,45.55,51.75,57.41,62.26,62.53,54.72,54.99,52.29,50.67,47.98,45.01,47.98,41.78,42.32,47.44,40.16,40.7,44.2,46.09,53.37,51.48,55.26,52.02,51.48,50.67,47.98,54.99,63.61,64.15,66.04,70.89,68.46,75.2,77.09,74.93,72.51,82.75,78.44,79.78,77.63,77.09,76.55,78.98,80.05,80.32,80.86
BK0810,工业4.0,45.01,49.33,55.8,51.75,49.06,47.17,53.64,52.02,70.08,64.69,52.29,46.63,52.56,35.85,29.92,34.23,38.27,36.66,46.9,47.44,36.93,34.23,21.56,17.52,17.25,25.34,25.61,31.81,22.91,29.92,31.27,37.74,36.66,51.48,61.99,49.87,56.6,59.03,51.75,51.48,60.38,61.46,66.31,74.12,69.81,60.92,59.57,53.91,47.98,53.91,54.18,54.72,58.22,45.28,52.02,60.65,54.45,49.6,53.64,56.6,58.22,66.31,65.23,60.92,60.92,61.73,62.53,60.92,64.96,65.5,66.31,64.96,63.61,64.15,65.23,69.54,72.24,77.36,72.51,69.27,76.28,74.66,76.82,77.63,79.51,78.17,81.4,80.05,76.28,77.09,74.66,75.74,76.55,76.01,73.05,74.93,75.2,75.47,83.02,89.49,87.87,88.95,86.25,89.76,88.95,87.06,84.91,88.41,87.6,85.44,86.79,90.3,93.53,95.69,94.61,91.64,88.68,88.41,83.02,75.47,61.73,66.31,61.46,63.07,57.68,49.87,48.25,44.74,46.63,61.99
BK0902,MiniLED,44.74,57.14,55.26,60.11,54.45,65.23,55.26,39.08,56.33,48.25,21.56,22.91,20.49,16.44,17.52,29.92,39.62,60.92,56.87,70.35,63.07,50.94,58.49,63.61,72.24,47.71,56.87,68.19,57.68,49.6,69.27,82.75,84.37,78.44,71.97,60.92,53.37,20.49,16.44,16.17,22.37,21.02,29.65,32.61,26.15,21.83,27.49,25.61,30.19,33.96,21.29,9.97,19.95,25.34,28.84,33.15,31.0,35.31,59.03,72.51,67.12,60.65,64.15,62.8,77.63,91.91,94.34,90.57,89.49,90.03,92.18,92.99,89.76,92.45,92.45,94.07,94.88,95.15,94.34,94.34,93.26,94.34,93.26,92.99,87.6,84.1,71.43,81.4,85.18,92.18,93.53,94.07,94.34,94.61,96.5,95.96,95.15,92.99,91.11,86.25,88.68,85.98,85.71,82.21,84.91,76.82,82.21,76.82,76.28,54.72,20.49,6.74,11.59,3.23,2.16,5.93,1.08,2.16,4.85,12.67,4.85,5.93,4.58,5.93,7.01,5.12,3.77,3.77,2.16,2.7
BK0689,阿里概念,44.47,38.27,34.77,34.5,36.66,38.54,39.08,31.0,35.31,43.94,39.08,42.86,47.44,35.04,34.77,38.01,39.89,31.27,19.95,20.22,24.53,33.69,43.67,56.33,57.14,50.94,56.33,58.49,66.85,60.92,58.76,43.67,52.02,63.34,63.07,50.4,44.2,40.7,43.94,47.71,50.4,60.11,61.46,55.8,56.33,56.6,47.98,35.04,32.61,36.93,42.86,54.45,47.17,43.94,48.79,58.76,57.95,62.8,52.02,53.64,57.95,55.53,65.5,73.85,69.54,68.19,70.35,70.08,68.46,65.23,63.34,59.03,54.45,55.26,55.8,53.91,55.8,55.53,54.99,52.83,45.82,39.89,19.41,20.75,18.33,23.72,18.6,12.67,11.05,9.16,9.43,12.67,12.4,14.02,14.56,10.78,17.79,17.52,19.41,15.36,14.82,14.82,14.82,10.51,12.13,10.24,12.13,11.59,13.75,14.29,14.02,13.48,17.25,24.26,19.95,24.26,26.15,25.88,25.88,27.49,33.96,35.04,42.32,36.66,36.93,44.47,44.47,45.01,41.24,39.62
BK0742,创业板综,44.2,50.4,51.75,55.53,59.84,64.15,61.99,62.26,69.81,64.42,48.25,58.22,57.41,41.24,33.15,36.12,29.11,19.95,23.72,43.67,48.25,43.4,42.86,56.06,48.25,26.15,41.51,37.2,32.08,36.93,39.08,41.51,41.51,35.04,45.01,38.27,37.47,35.31,28.3,28.3,28.84,32.61,49.06,47.71,42.86,45.01,45.55,41.78,41.78,47.44,42.05,49.33,49.33,51.75,65.77,71.43,72.78,70.62,76.01,77.36,76.82,76.82,72.24,71.97,76.28,76.82,76.55,74.39,75.2,76.82,77.36,77.63,75.47,80.32,79.25,79.25,81.4,81.94,83.56,84.37,84.91,81.67,78.71,78.71,78.17,76.55,72.78,68.73,65.77,65.23,71.16,73.32,71.43,68.46,67.65,61.19,69.27,69.54,69.27,71.97,71.97,69.81,69.54,71.16,71.7,71.43,72.24,73.85,74.66,75.47,74.12,74.12,75.2,80.05,77.36,74.39,64.15,45.82,43.13,39.89,27.76,32.08,31.27,34.5,32.88,28.57,25.88,22.37,22.91,28.03
BK0667,国家安防,43.94,43.94,37.47,41.51,43.13,42.32,42.86,39.35,43.67,42.59,39.89,39.08,24.8,24.8,18.33,23.72,24.53,26.42,47.44,56.06,56.33,63.07,71.7,73.58,68.19,73.85,73.58,81.13,73.32,72.51,66.04,56.87,58.76,54.45,49.33,47.17,33.96,30.19,21.29,22.64,26.95,26.42,31.54,39.89,32.35,32.61,23.99,15.63,18.33,15.9,14.82,15.09,18.33,18.06,34.77,41.51,46.9,45.28,49.87,65.23,70.89,74.39,78.98,80.05,84.91,86.25,84.1,80.86,83.56,83.02,80.59,81.13,80.86,82.48,83.83,81.67,84.1,81.67,84.1,80.59,72.51,70.62,52.29,64.42,55.8,46.09,37.74,45.28,47.17,56.33,62.53,64.42,66.85,63.34,64.42,45.82,60.11,62.53,61.46,61.19,61.99,64.96,68.46,57.14,63.88,61.73,66.85,57.68,48.79,43.4,38.54,41.24,41.78,53.64,44.74,53.1,40.7,35.04,36.39,30.73,26.95,22.64,18.33,16.98,15.9,15.09,14.02,12.67,14.29,14.02
BK0879,标准普尔,43.67,45.01,47.17,42.59,40.16,36.66,44.2,35.31,36.39,34.77,38.81,30.46,50.94,53.91,57.95,53.64,64.69,61.99,63.07,53.1,49.87,40.43,35.85,35.58,37.47,39.35,33.42,39.89,39.89,44.74,46.63,52.56,49.6,51.75,49.6,56.87,55.53,61.99,63.61,64.69,65.77,66.58,63.07,63.34,70.35,70.89,71.43,70.62,65.77,60.92,66.31,59.57,56.33,48.79,32.08,25.34,25.34,25.34,26.15,29.38,27.76,28.84,34.23,31.27,26.68,22.1,27.76,28.3,27.22,28.3,28.3,30.73,32.61,32.61,35.04,36.93,39.62,34.23,29.38,29.92,38.54,36.66,39.08,42.32,43.67,45.55,55.8,60.92,64.96,59.84,54.72,51.21,48.79,46.63,43.94,50.94,42.59,45.01,50.13,44.47,43.4,46.36,45.82,50.67,48.25,52.83,46.36,47.71,46.63,47.71,53.1,51.48,46.63,47.44,57.14,51.21,57.14,61.73,63.34,67.39,69.27,69.27,67.39,69.0,70.89,69.27,73.05,74.66,75.47,73.85
BK0948,MicroLED,43.4,58.49,64.96,68.19,49.6,52.56,26.42,13.48,15.63,12.94,4.04,3.77,1.62,0.54,0.54,0.54,1.35,2.16,0.81,0.54,1.08,0.54,0.81,0.54,2.43,1.35,5.93,29.11,17.52,24.53,64.42,79.25,85.71,81.94,62.8,52.29,64.42,15.09,17.25,37.2,38.81,35.58,47.98,41.51,31.27,15.63,14.82,8.36,9.97,9.43,4.31,2.43,2.43,2.7,12.13,13.48,9.16,25.88,38.81,35.85,36.12,46.36,52.56,46.36,59.84,78.17,88.14,88.41,84.1,83.29,89.22,87.06,80.59,84.37,76.28,85.98,82.75,80.86,81.13,87.87,86.79,88.95,90.57,90.84,84.37,81.4,68.46,69.81,88.68,94.07,93.26,94.88,95.15,96.23,98.38,97.04,96.23,95.42,94.88,94.07,96.23,95.69,94.07,94.07,95.15,89.49,92.18,92.72,85.98,68.73,59.03,21.83,46.9,14.56,14.02,18.87,8.36,15.36,23.45,38.81,9.97,9.97,7.28,6.74,13.48,16.98,9.43,6.47,6.47,7.01
BK0454,塑胶制品,43.13,46.36,52.29,56.87,50.94,55.53,57.41,63.34,67.12,41.24,40.16,46.9,54.18,33.96,30.46,30.46,21.29,14.29,13.48,23.45,21.02,24.53,15.63,12.94,22.91,16.98,19.41,20.22,20.22,28.84,29.92,27.22,35.85,36.12,44.2,43.13,57.68,61.19,52.29,43.4,43.94,42.32,48.79,58.22,60.38,56.06,70.89,56.87,50.94,52.83,58.49,80.86,81.4,80.32,81.67,77.9,67.12,53.37,49.33,49.06,52.29,52.83,53.91,48.79,41.51,38.54,32.61,43.4,47.17,53.1,48.25,30.46,21.02,26.15,22.64,30.73,30.73,41.51,48.52,50.94,58.76,58.22,64.96,60.92,58.22,63.61,64.96,56.6,47.98,42.59,57.14,61.99,61.73,60.11,49.87,52.56,55.53,60.38,60.65,57.41,50.4,49.6,50.4,54.72,61.46,57.95,59.03,68.73,67.65,67.65,63.61,63.07,63.34,68.46,72.24,71.7,71.43,67.39,66.31,68.19,53.37,60.65,53.37,49.33,50.94,50.4,46.36,34.77,41.78,43.94
BK0832,工业互联,42.86,45.55,50.94,45.82,47.17,47.44,47.44,43.94,62.26,65.23,56.06,62.8,59.03,36.12,30.19,31.81,32.08,33.69,38.01,50.67,42.05,30.46,32.88,49.33,42.32,34.77,47.98,56.33,49.87,43.94,38.54,34.5,23.18,27.76,38.54,30.46,27.22,28.57,22.37,19.14,24.53,27.22,28.84,29.65,26.42,30.73,21.02,18.06,17.25,18.6,21.02,32.88,40.43,43.67,59.84,64.96,70.08,65.5,70.35,82.75,84.64,83.29,88.95,88.14,86.25,83.56,82.48,79.78,82.48,77.36,76.28,75.74,71.43,71.43,69.54,72.24,74.66,78.44,79.78,73.32,73.58,74.39,64.42,74.39,76.55,76.28,74.66,71.43,71.7,73.05,76.01,76.01,75.2,73.32,73.32,71.43,71.16,71.7,76.82,80.05,79.51,76.01,75.47,72.78,70.62,69.54,70.89,70.62,68.73,64.42,57.95,61.73,73.05,84.37,74.93,72.51,65.77,56.06,50.4,44.74,36.12,42.05,41.24,41.51,40.97,41.24,33.42,34.5,35.04,46.9
BK0854,华为概念,42.59,48.79,49.87,48.79,48.79,49.06,43.94,35.85,38.01,46.36,38.01,44.2,41.51,26.95,19.14,26.68,25.34,27.22,36.39,38.54,40.43,43.13,49.6,66.31,65.23,60.11,69.81,78.17,73.05,62.8,66.58,55.8,60.92,56.6,57.68,47.98,37.2,31.81,27.76,29.92,28.3,35.04,43.67,40.97,42.32,43.94,35.85,25.88,28.57,38.01,31.54,38.54,45.28,60.38,69.81,73.85,76.55,78.44,83.83,88.95,90.84,88.41,92.45,93.53,94.07,93.53,92.45,91.11,91.91,90.3,88.68,87.6,87.06,87.87,88.68,88.95,88.68,89.76,90.57,89.22,85.98,84.91,77.09,79.25,74.66,72.24,63.07,62.8,63.07,68.73,70.89,74.66,74.66,69.54,71.97,67.12,70.62,70.35,68.73,66.04,67.92,63.88,65.23,60.65,63.07,65.5,68.73,66.58,62.53,54.99,44.2,43.4,48.25,59.03,47.98,50.94,31.81,23.45,27.49,31.54,21.02,25.88,23.72,24.53,26.42,27.49,18.6,22.1,26.15,32.35
BK0714,5G概念,42.32,47.44,48.25,44.2,43.67,44.74,38.01,30.46,32.08,42.32,31.0,32.61,19.68,17.52,11.05,15.9,15.36,16.44,15.36,24.26,28.03,28.03,31.54,42.32,38.27,24.8,46.36,46.9,40.43,25.88,37.74,39.35,40.43,32.08,40.7,38.81,24.8,17.25,15.36,14.82,12.13,14.82,19.14,26.95,21.56,20.75,19.14,16.98,16.98,16.98,14.02,15.36,22.64,29.38,37.74,40.16,48.25,61.73,72.24,85.98,88.68,88.14,89.49,85.44,87.33,90.03,91.64,89.76,91.11,90.84,90.84,88.68,85.44,87.6,87.87,88.14,86.25,83.29,83.29,79.25,77.09,79.78,73.32,80.86,74.93,71.7,59.57,59.03,59.57,69.54,68.46,70.62,72.51,71.97,77.9,76.82,81.94,82.75,81.94,80.59,80.32,78.17,79.51,76.01,76.55,74.93,79.78,78.98,75.74,71.43,68.46,76.55,79.25,76.55,57.95,54.18,29.38,18.33,19.68,22.64,15.09,16.98,13.75,16.17,16.98,12.94,9.7,10.24,13.21,17.79
BK0601,海工装备,42.05,46.09,52.56,64.15,47.44,57.68,56.6,66.04,61.73,35.58,31.54,32.35,42.32,53.1,64.96,53.37,28.03,8.36,12.4,45.01,56.06,40.97,28.3,13.75,23.72,23.99,32.61,19.14,16.17,19.41,22.1,22.64,13.75,11.32,9.43,15.9,15.09,29.11,32.35,27.49,20.22,21.83,20.75,26.42,26.68,39.89,29.11,35.31,35.31,36.39,48.52,50.94,47.71,58.49,47.17,49.6,52.56,40.97,28.84,33.96,47.71,50.94,50.94,46.9,49.6,43.4,42.05,43.67,53.91,59.3,58.22,59.84,56.6,45.01,46.09,47.98,39.89,50.4,50.94,53.64,46.36,47.98,50.67,54.45,46.36,35.85,40.7,46.9,39.35,25.34,23.72,22.91,41.78,57.14,63.34,62.8,67.39,65.23,69.54,65.77,67.39,75.2,74.66,79.78,81.94,83.02,80.32,80.05,79.51,83.56,90.03,93.53,91.91,93.8,84.1,86.79,90.57,87.6,83.83,83.02,90.84,84.37,81.13,84.37,82.48,80.05,90.57,87.06,87.87,88.41
BK0458,仪器仪表,41.78,41.51,46.09,57.95,66.04,71.43,73.05,79.78,88.41,88.41,86.79,86.25,83.56,69.0,54.45,60.65,48.52,41.78,55.8,72.78,62.8,53.37,43.4,53.91,37.74,20.49,26.15,26.42,10.78,12.94,19.95,25.61,21.29,19.68,30.19,23.18,30.19,35.85,29.38,23.72,33.42,36.12,47.71,52.02,54.18,59.57,59.3,47.71,52.02,61.46,52.83,67.12,76.01,80.05,84.37,83.56,87.87,80.05,81.13,80.86,80.32,80.05,80.32,81.4,89.22,83.02,81.13,79.51,85.18,88.68,87.6,84.64,80.32,83.83,74.93,81.13,84.91,87.33,87.06,90.03,88.14,86.52,83.56,81.4,66.04,67.39,58.76,52.29,35.58,33.15,50.13,57.14,60.38,58.22,65.23,50.67,61.46,66.85,68.46,72.24,70.08,68.19,69.81,74.12,75.74,76.28,78.71,78.17,79.25,81.13,75.2,76.82,78.98,88.68,83.56,83.56,76.55,64.42,46.9,37.47,26.15,31.0,32.08,32.08,27.49,17.52,21.83,24.53,18.33,19.41
BK0588,太阳能,41.51,55.53,71.7,65.23,60.65,57.95,63.88,72.51,82.75,75.47,72.51,50.13,80.32,75.2,70.35,64.42,79.51,81.94,89.49,90.3,84.91,68.73,45.82,39.35,36.39,32.35,26.42,30.46,16.44,23.99,30.46,54.45,37.74,27.22,27.76,27.49,29.11,38.81,32.61,33.69,32.88,39.08,31.27,45.55,56.06,61.19,75.2,70.35,72.51,74.93,66.58,62.8,62.53,75.74,76.82,69.81,73.32,61.99,61.99,59.3,64.69,69.27,74.12,81.13,71.97,67.39,67.12,68.19,66.85,71.97,81.67,88.41,90.84,90.03,92.18,91.91,91.64,92.99,92.45,92.45,91.91,91.64,91.91,89.22,93.8,94.34,94.61,93.26,91.91,91.64,92.18,89.76,89.76,89.49,84.64,87.06,89.22,90.84,90.84,91.11,91.64,91.91,92.72,92.18,87.87,90.3,88.14,87.06,90.57,89.49,83.83,83.02,83.29,84.1,86.79,90.3,89.76,85.71,90.3,92.18,82.48,89.49,84.64,86.79,87.33,76.28,71.16,75.74,77.09,84.64
BK0961,有机硅,41.24,63.88,84.1,71.43,56.33,74.12,87.87,73.85,47.17,23.99,16.71,21.29,24.53,15.09,19.95,11.86,18.06,28.03,49.33,61.73,41.51,25.07,6.47,3.23,14.29,4.58,0.54,2.96,5.39,33.42,70.89,78.44,73.32,59.84,67.92,73.85,73.05,83.29,84.1,85.44,77.63,80.59,83.29,81.67,74.39,70.62,78.98,69.0,76.28,67.65,68.46,63.07,78.98,86.79,83.56,86.52,90.3,79.25,70.08,47.98,76.28,81.13,79.25,83.56,73.85,73.05,77.09,95.69,88.14,91.91,87.87,84.91,87.6,83.29,96.77,94.88,90.03,92.18,96.23,97.57,96.23,93.8,97.57,96.5,98.38,98.11,98.11,95.96,95.96,97.04,96.23,98.92,98.11,97.3,93.26,94.07,94.07,94.34,88.95,87.33,91.37,92.18,93.26,97.04,90.84,91.11,91.64,96.77,97.57,97.84,99.46,97.57,99.46,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.46,99.19,98.11,98.38,98.38,96.5,95.96,97.3,98.92
BK0701,中证500,40.97,40.43,42.05,37.74,35.04,33.42,39.89,29.92,32.88,29.11,33.69,29.38,49.06,51.21,57.14,51.48,55.53,57.41,58.22,46.36,52.02,44.74,44.47,46.36,50.13,60.65,48.25,45.28,48.25,54.99,53.64,59.3,59.84,63.61,57.95,66.31,65.5,70.35,76.28,77.9,73.32,72.24,69.0,66.85,75.74,75.2,74.39,76.01,67.39,63.88,65.5,53.64,48.79,40.7,29.65,22.91,21.56,19.41,22.37,22.1,22.64,22.64,31.54,31.81,25.61,22.64,28.57,29.92,31.81,29.92,31.27,33.15,35.31,33.69,35.58,40.43,40.97,37.47,31.27,30.73,37.74,37.2,37.47,40.43,40.97,43.4,55.26,59.84,63.34,59.57,53.64,54.18,51.75,52.29,51.21,60.38,50.94,52.29,52.29,49.33,50.94,54.45,54.45,55.8,52.56,54.72,46.9,47.17,47.17,50.13,52.83,50.94,46.36,44.47,48.52,39.08,51.75,59.3,68.19,68.46,67.92,66.85,66.58,70.08,72.24,72.24,75.47,78.44,79.25,78.44
BK0641,智能穿戴,40.7,37.2,36.39,30.46,27.22,25.34,13.48,14.29,17.79,18.6,15.36,19.41,12.67,9.16,6.47,9.97,12.67,16.17,11.32,22.64,26.15,28.3,45.55,75.47,78.17,69.27,69.54,82.48,72.51,71.16,76.55,77.9,76.82,73.05,70.08,68.73,66.58,42.05,32.08,25.88,21.83,22.37,27.76,20.22,20.22,18.06,25.88,16.17,17.79,15.36,12.67,10.24,23.99,31.54,39.62,41.78,37.47,42.05,73.85,87.6,87.6,87.33,85.18,81.67,83.83,88.95,87.6,84.91,90.57,91.37,91.37,89.76,86.52,87.33,87.6,87.33,87.06,85.71,85.18,76.01,78.98,83.83,77.36,82.75,71.97,64.15,45.82,41.51,29.92,44.2,28.03,35.31,33.69,35.85,49.33,41.78,54.45,59.57,49.6,32.35,38.27,30.73,36.93,27.76,40.43,51.21,57.95,50.94,45.01,31.54,23.99,23.99,32.61,36.12,17.79,15.09,10.78,8.09,10.51,15.9,11.59,10.51,9.16,11.05,12.4,15.36,10.24,19.95,21.29,24.8
BK0499,AH股,40.43,42.86,40.43,39.35,35.31,28.84,36.93,27.76,28.3,26.95,37.2,21.02,41.24,58.76,73.05,62.8,75.2,80.86,80.59,70.62,75.2,62.8,48.25,48.25,52.56,61.46,47.71,56.87,56.6,56.6,52.56,62.53,50.67,47.98,43.13,52.02,45.01,57.95,72.24,74.66,66.85,69.0,62.8,68.19,79.25,81.4,81.94,81.13,82.75,78.17,83.56,76.55,76.55,77.36,53.37,29.92,32.61,32.35,25.34,19.41,21.02,21.29,28.84,25.88,19.95,16.44,15.36,19.95,18.06,20.75,20.22,19.95,28.84,22.1,27.76,34.5,40.16,33.69,28.3,26.42,31.81,27.49,30.73,23.72,25.07,21.56,33.96,38.81,43.94,32.35,27.22,31.81,28.3,32.08,32.88,45.28,33.15,33.15,36.12,36.93,33.15,42.86,41.51,45.82,41.24,46.36,39.08,36.66,38.01,45.01,57.41,51.75,43.13,38.01,45.82,32.08,50.4,57.68,56.33,60.92,71.43,71.7,75.2,78.17,80.86,77.63,81.4,85.18,84.64,81.94
BK0885,VPN,40.16,51.75,43.67,40.16,45.82,46.9,45.01,29.38,40.97,58.76,55.8,78.44,52.83,43.4,21.02,29.11,20.75,14.02,7.28,13.48,13.21,7.55,33.42,59.3,53.37,37.2,54.18,59.03,63.34,57.41,36.12,16.98,11.32,14.82,19.95,14.02,7.01,3.5,6.2,6.47,7.82,7.55,5.66,3.23,3.5,4.31,3.77,4.31,2.7,2.96,4.04,4.58,5.39,12.13,16.44,21.83,38.01,42.32,31.81,52.83,45.55,47.71,68.46,75.74,68.73,74.66,72.78,66.85,66.58,59.57,56.87,47.71,34.77,30.46,33.42,39.08,30.19,29.11,46.36,25.61,20.75,37.74,13.48,55.26,75.2,67.92,81.94,81.67,88.14,84.37,84.64,86.25,83.56,83.29,84.37,83.29,76.55,77.36,72.51,83.83,78.44,66.58,70.62,41.78,19.68,12.94,7.55,5.66,2.16,3.77,4.58,4.04,7.01,8.36,2.96,11.86,13.75,25.34,50.67,36.12,51.75,53.64,40.16,26.42,32.35,51.75,56.06,58.76,56.33,62.8
BK0579,云计算,39.89,43.4,41.78,38.01,40.7,39.89,23.45,23.18,25.61,39.08,36.12,49.33,39.62,25.34,14.56,22.37,19.14,15.09,13.75,16.17,20.49,17.79,28.57,50.4,38.81,31.0,56.6,55.8,53.37,33.96,30.19,17.79,14.82,16.98,14.82,14.29,7.55,4.31,4.04,9.43,9.7,14.02,15.36,11.59,8.89,8.09,5.39,4.85,4.31,7.28,8.36,10.51,15.09,21.56,42.86,46.63,65.23,67.92,54.72,68.73,72.78,72.78,85.71,89.22,89.49,89.22,89.22,84.1,83.83,76.01,74.12,71.97,69.27,69.0,69.81,72.51,68.19,69.27,74.12,66.85,56.6,61.73,29.38,47.44,49.33,41.78,35.85,41.24,41.78,45.28,49.87,55.53,52.83,48.25,53.1,40.43,52.29,56.87,53.1,57.95,60.65,47.17,55.53,36.66,33.15,37.2,46.63,37.47,28.3,27.76,27.22,30.46,34.5,44.2,27.22,33.69,26.42,30.46,32.61,21.83,25.61,28.03,29.11,28.84,28.3,37.47,32.08,38.01,38.27,44.74
BK0950,草甘膦,39.62,35.31,59.57,43.94,32.88,30.19,27.49,15.63,18.87,12.67,15.9,19.14,13.21,11.32,26.95,29.65,56.87,75.47,76.55,43.94,22.37,16.98,4.58,5.12,16.71,11.05,5.39,14.56,11.86,29.11,43.4,48.52,66.04,36.66,45.28,25.61,21.56,58.49,71.97,81.13,79.25,81.94,84.37,77.63,78.71,69.54,78.71,88.41,84.1,83.29,89.22,85.71,88.68,94.34,91.11,93.53,92.18,82.75,79.78,77.63,83.02,85.98,72.51,87.87,63.07,67.92,60.65,44.74,40.16,52.56,38.81,35.58,40.97,42.32,51.48,31.54,20.22,10.78,10.51,12.4,14.02,9.7,35.04,39.62,59.3,77.63,82.48,89.22,92.72,88.14,91.11,90.57,87.87,87.87,75.74,88.14,82.48,79.78,83.56,80.86,80.59,80.32,76.82,78.71,73.05,63.61,73.85,76.01,77.9,77.09,81.67,74.39,81.13,76.28,83.02,81.13,79.25,92.99,94.07,93.26,94.61,95.96,97.84,96.23,97.3,96.77,95.42,95.69,96.5,98.38
BK0433,农牧饲渔,39.35,49.87,45.28,41.24,41.51,58.49,50.13,18.87,7.82,24.26,29.38,32.08,15.09,22.91,29.38,16.71,12.94,5.12,6.47,15.36,10.78,15.9,29.92,80.59,57.41,4.85,8.63,6.74,8.89,5.66,4.85,2.7,3.23,5.12,4.31,3.5,3.5,7.28,15.9,10.51,13.48,22.64,7.28,0.81,3.23,4.04,4.58,8.63,7.28,3.5,4.85,7.28,4.04,4.58,8.09,13.21,20.49,10.24,14.82,11.86,6.47,2.7,2.43,2.96,4.31,5.93,5.39,5.66,2.96,9.43,14.02,10.51,9.7,24.53,33.15,16.17,7.82,17.79,11.59,31.27,29.11,28.84,39.62,36.66,42.05,34.77,41.24,37.47,56.87,26.95,22.91,18.87,23.72,17.52,18.87,18.87,21.56,19.95,22.1,15.09,15.09,16.17,16.17,28.03,31.27,29.65,31.54,45.55,38.27,39.89,38.01,34.77,28.57,13.21,11.59,26.15,24.26,17.79,17.52,19.68,32.08,26.68,41.51,25.61,25.61,35.31,43.94,32.88,31.0,21.29
BK0664,婴童概念,39.08,39.89,27.76,29.11,37.2,34.23,39.62,16.71,16.17,19.68,29.92,42.05,53.1,45.82,55.26,56.33,71.7,79.25,84.37,88.95,94.34,97.57,97.04,96.23,95.69,97.3,98.38,97.57,96.77,98.11,97.3,94.88,93.26,95.96,95.96,96.23,94.88,94.07,94.34,93.53,92.45,86.25,88.95,90.3,87.87,81.94,75.74,82.75,86.25,72.51,78.71,84.91,89.76,61.19,53.1,75.2,60.65,59.84,50.13,20.49,32.35,24.26,15.36,14.56,11.86,9.7,10.51,14.29,24.53,18.33,7.01,4.85,4.85,7.01,5.93,2.16,4.58,4.58,5.66,5.66,5.39,4.31,4.58,7.82,6.47,16.71,8.89,4.85,2.7,3.5,5.93,6.47,4.31,4.58,3.5,12.13,12.94,13.21,14.02,24.8,20.22,22.91,20.49,25.07,27.22,18.33,19.68,24.8,29.38,32.08,23.18,36.66,28.03,33.15,46.09,17.25,18.6,17.52,18.6,9.43,14.82,16.44,22.1,17.79,18.33,26.15,32.61,25.07,23.72,13.75
