,NAME,2021-06-02,2021-06-03,2021-06-04,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-22,2021-09-23,2021-09-24,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-08,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15
BK0721,PPP模式,22.64,24.26,18.33,15.63,16.17,15.09,12.4,11.05,4.85,6.47,6.2,5.66,4.31,4.85,5.12,10.51,3.77,3.77,4.58,3.5,3.77,5.12,4.85,4.85,6.2,8.89,14.29,13.21,13.75,14.82,10.78,10.24,9.16,12.13,17.52,17.79,19.41,28.3,29.38,21.56,27.49,29.92,29.92,29.92,29.38,34.23,35.31,33.69,36.12,38.27,36.66,36.93,38.01,42.86,45.55,40.7,41.24,41.51,40.97,44.2,44.47,43.94,46.63,53.91,54.99,58.76,59.3,55.53,56.87,57.68,61.46,60.92,67.12,63.61,66.31,65.5,66.04,70.89,75.2,75.74,74.66,74.39,76.01,74.66,75.47,71.16,68.73,67.65,62.53,58.76
BK0903,云游戏,22.37,12.67,22.91,35.85,46.36,41.51,64.69,74.12,71.16,78.17,78.17,82.75,82.48,69.27,55.8,44.74,43.94,52.29,53.91,49.33,56.33,57.68,50.94,54.18,54.45,40.97,42.05,41.78,47.44,43.67,37.47,39.08,35.85,34.5,28.84,31.27,26.68,23.18,22.37,15.63,27.22,27.76,26.42,22.37,20.22,9.7,8.09,5.93,9.16,9.16,5.66,5.12,2.96,2.16,2.96,4.31,4.31,5.39,6.74,7.55,9.43,11.32,12.13,6.47,11.05,9.7,6.2,5.39,8.63,32.35,20.49,15.63,29.11,29.38,35.58,41.51,41.24,39.08,40.43,47.44,39.62,34.77,29.92,38.01,47.17,66.31,63.88,64.69,43.13,50.67
BK0922,数据中心,22.1,21.29,19.14,23.72,29.92,24.26,43.4,49.87,46.09,47.71,52.83,50.4,50.67,42.86,41.78,40.16,36.39,40.16,42.32,42.32,36.93,38.54,42.86,45.55,48.25,50.94,49.06,54.45,56.87,56.6,52.56,54.99,55.53,56.87,56.06,59.3,58.76,63.34,66.04,65.23,67.39,71.43,71.43,71.7,71.97,69.54,70.08,69.27,72.51,73.85,76.28,73.58,73.58,69.54,70.08,68.73,69.0,69.0,67.39,66.85,66.85,66.85,68.73,66.31,65.5,65.5,61.99,58.49,57.68,58.49,55.26,54.45,53.64,60.11,61.46,58.49,62.53,61.19,62.26,62.8,70.35,64.42,61.19,62.8,67.12,65.5,66.04,58.76,54.45,59.57
BK0629,北斗导航,21.83,22.91,24.53,38.54,48.79,48.25,61.19,57.68,69.0,72.24,74.12,71.16,75.47,75.47,71.43,71.7,71.16,65.77,56.87,63.34,56.06,54.18,60.38,65.23,58.76,66.31,64.69,66.31,64.15,60.65,57.95,63.88,65.5,69.0,69.81,69.0,71.43,74.66,77.09,73.58,76.82,73.58,74.93,74.93,73.58,76.82,74.93,72.78,75.2,74.39,74.12,74.66,74.93,75.2,74.66,78.44,77.9,76.82,74.39,73.32,75.74,73.05,74.12,72.51,69.81,67.92,64.96,67.65,63.34,56.87,54.72,52.29,43.67,49.33,49.87,49.06,51.48,49.33,53.64,51.75,57.41,58.22,49.06,48.79,51.75,48.79,50.67,47.71,54.18,62.8
BK0743,深证100R,21.56,22.64,44.74,42.05,22.64,21.83,22.64,37.2,39.89,27.22,23.18,33.69,32.61,33.15,39.89,38.01,36.93,39.35,31.27,35.04,36.12,24.53,26.42,29.65,31.27,39.62,42.32,42.05,35.58,34.77,50.67,34.5,32.08,30.19,30.46,23.45,21.29,14.82,11.59,11.05,15.63,18.33,32.61,34.23,36.12,37.2,38.27,36.66,26.42,26.95,16.98,14.56,15.09,14.56,12.4,14.82,14.29,16.71,18.33,16.71,14.29,15.09,12.4,11.59,12.94,12.13,10.24,14.29,13.75,16.17,16.44,18.6,16.17,15.63,11.86,8.63,8.89,7.82,8.89,10.78,15.36,20.75,31.0,29.65,20.49,17.25,16.71,19.95,15.36,21.83
BK0612,上证180_,21.29,23.45,28.3,20.49,14.02,12.4,12.94,15.09,15.9,9.7,16.44,20.22,19.95,17.25,21.56,22.64,23.72,23.99,18.06,22.64,23.99,11.59,18.33,20.22,18.06,22.1,22.64,21.56,21.29,18.33,27.22,22.37,21.29,20.75,23.45,22.64,29.11,26.95,19.14,18.6,21.56,21.56,28.84,28.3,29.92,35.58,37.47,35.31,30.46,30.73,29.65,27.22,29.11,30.73,26.95,23.72,22.64,21.56,23.72,25.88,24.26,29.92,26.95,32.08,37.2,38.54,37.2,41.78,45.01,39.89,42.05,46.9,49.33,44.47,41.51,36.66,35.85,40.7,37.2,39.62,42.59,50.94,61.46,55.26,49.87,50.13,56.06,60.38,58.22,63.88
BK0916,氮化镓,21.02,21.02,48.52,73.58,77.63,57.41,71.43,73.05,80.32,87.87,95.42,95.15,95.42,94.61,95.96,95.69,95.69,95.96,95.69,95.69,95.15,95.42,96.5,96.23,96.23,96.23,95.69,94.61,92.72,93.53,91.91,92.45,92.18,93.8,93.53,93.53,92.45,94.07,95.69,94.61,95.69,96.77,97.04,96.77,96.77,95.96,95.15,95.15,93.53,95.42,95.15,91.91,94.07,92.18,90.84,92.45,88.68,89.22,89.76,88.68,88.95,87.6,81.4,76.82,75.47,70.62,71.16,74.93,71.16,65.77,38.01,42.86,32.08,40.16,29.65,20.22,22.1,23.99,32.61,22.1,28.84,26.42,19.14,20.49,16.71,8.63,6.74,9.7,29.11,37.47
BK0965,社区团购,20.75,22.37,27.76,26.95,13.48,17.25,21.83,24.26,17.52,9.43,19.14,12.94,8.36,5.12,4.58,2.96,3.5,4.58,4.85,4.04,4.85,4.04,3.77,3.5,2.96,2.7,2.16,1.89,1.89,1.89,1.89,1.89,1.08,1.08,0.81,0.81,0.54,0.81,1.08,0.81,1.08,0.54,0.54,0.54,0.27,0.54,0.27,0.27,0.27,0.27,0.27,0.81,0.54,0.81,0.81,0.54,0.81,0.81,0.81,1.35,0.81,0.27,0.81,0.81,0.54,0.27,0.27,0.27,0.54,0.81,0.81,1.08,1.62,1.35,1.35,1.35,1.62,1.62,1.62,2.16,4.04,2.7,5.39,3.77,4.31,7.55,12.94,12.13,9.16,6.47
BK0628,智慧城市,20.49,12.13,16.98,20.75,30.19,32.61,55.8,64.15,59.03,65.5,69.27,66.85,63.61,55.26,50.94,46.63,39.89,43.67,48.52,50.94,49.87,51.48,51.21,51.75,52.02,51.21,49.87,52.83,53.37,49.87,39.89,37.74,43.4,46.63,45.82,48.79,46.63,49.06,56.06,54.72,60.11,61.73,60.65,62.53,60.92,60.65,60.38,58.49,60.65,59.03,61.46,59.3,59.03,56.33,58.49,58.22,57.14,58.22,57.41,52.29,51.48,49.6,50.94,44.74,42.32,39.62,32.88,30.46,27.49,24.26,21.83,21.29,21.83,23.45,24.26,24.8,28.3,27.22,29.11,23.45,25.88,22.37,21.29,20.75,23.99,23.45,23.99,18.33,17.79,23.99
BK0724,海绵城市,20.22,13.48,7.82,11.32,11.59,11.32,9.97,3.23,3.23,3.77,4.04,3.77,3.5,3.77,2.96,3.23,3.23,2.7,1.89,1.89,1.89,2.7,3.23,4.04,3.77,4.58,4.58,4.85,5.66,11.59,4.85,5.66,6.47,7.28,16.17,19.41,21.83,25.88,22.91,16.44,19.14,17.52,21.29,25.61,27.22,31.27,33.69,32.08,32.88,34.77,32.08,34.5,33.69,40.97,44.2,39.35,39.35,39.89,43.67,44.47,41.78,45.28,45.01,54.18,60.92,60.11,60.38,59.57,59.84,61.46,66.85,64.15,69.54,63.34,67.92,62.53,64.69,69.0,73.05,73.05,70.08,71.16,69.54,68.19,74.39,72.24,75.2,72.51,65.23,57.41
BK0500,HS300_,19.95,14.56,25.88,22.1,13.75,12.67,13.21,16.98,18.87,9.97,10.51,20.49,21.29,18.87,24.8,24.8,25.07,26.68,20.75,25.61,26.68,18.6,19.68,21.02,21.56,24.8,24.53,24.53,22.64,22.1,30.73,24.26,24.26,21.83,22.37,21.02,23.45,22.1,15.09,13.21,18.33,16.98,26.68,26.68,28.3,31.0,32.61,31.0,23.72,24.26,22.37,17.52,23.18,19.68,18.6,18.6,19.14,19.14,21.29,21.02,18.6,20.75,17.79,19.41,24.26,24.8,22.37,27.49,29.65,26.42,29.92,32.61,35.31,31.54,24.8,20.49,21.29,22.1,23.99,25.07,28.03,37.74,46.63,42.59,37.2,37.74,38.81,41.24,39.08,43.67
BK0485,旅游酒店,19.68,23.99,25.61,12.4,11.86,14.02,3.23,1.62,1.62,1.08,1.62,1.89,1.62,2.43,2.43,2.16,1.08,1.35,2.7,3.23,2.7,1.89,2.16,2.43,2.43,1.35,1.35,2.16,1.08,0.81,0.54,0.54,0.81,0.81,1.35,1.08,1.35,1.35,1.62,1.08,0.81,1.08,1.08,0.81,0.81,1.08,0.81,0.81,2.7,2.96,3.5,3.5,3.23,4.58,7.01,6.2,8.89,10.51,15.9,17.52,21.29,20.49,21.29,20.22,22.37,15.9,24.26,24.53,26.68,24.53,28.3,33.96,21.02,17.25,14.82,18.33,15.9,14.56,11.05,15.36,15.63,16.71,19.95,18.06,22.1,25.34,26.68,25.61,38.81,41.24
BK0714,5G概念,19.41,14.82,22.64,34.77,41.78,43.13,57.41,56.33,62.8,63.34,72.51,69.81,71.16,63.34,69.81,69.54,64.42,67.92,67.39,71.97,63.88,60.38,66.85,69.0,70.89,74.12,73.58,78.98,76.82,77.36,73.85,73.85,74.66,75.74,75.2,76.01,75.2,77.63,80.86,81.67,84.1,84.91,84.91,85.71,83.02,84.1,83.56,81.94,82.75,81.94,82.21,81.94,81.67,80.05,79.51,80.59,80.32,77.63,76.55,76.82,76.28,74.66,72.51,67.92,64.42,63.34,61.46,63.61,60.38,60.65,52.56,53.64,47.98,54.18,51.48,50.13,53.1,50.4,52.83,48.52,56.6,52.56,45.28,48.25,46.9,43.4,42.86,35.58,41.24,47.71
BK0601,海工装备,19.14,10.24,16.71,19.14,24.8,23.45,22.91,18.33,27.49,26.42,24.8,22.91,28.3,35.04,38.27,39.35,32.35,27.49,24.26,29.38,26.15,32.08,30.19,29.92,27.76,35.58,36.66,38.01,35.85,28.84,28.03,33.69,35.58,37.47,38.01,40.97,47.17,53.91,54.45,54.99,57.95,58.76,59.03,57.41,59.84,64.15,64.42,65.23,66.31,64.96,63.07,63.61,64.42,65.77,67.65,66.04,68.19,69.54,69.27,71.43,74.12,73.85,73.85,75.74,80.32,80.32,78.44,80.32,82.21,81.13,85.98,85.18,85.44,81.94,84.1,85.71,86.79,87.33,89.49,89.76,90.03,90.03,90.03,89.76,90.84,90.57,92.99,94.34,94.88,95.69
BK0851,纾困概念,18.87,10.51,18.87,20.22,23.72,28.57,30.73,25.61,31.27,33.96,40.97,41.24,43.13,41.24,41.51,41.24,41.24,46.09,54.45,49.06,53.37,57.95,62.8,66.04,71.16,71.43,70.08,65.77,69.81,76.55,76.55,77.63,76.82,79.78,80.32,81.67,78.71,81.4,79.51,78.71,78.98,79.25,75.74,76.28,76.01,74.66,72.78,73.85,78.17,78.98,77.36,76.82,77.36,77.36,78.17,78.17,75.74,74.93,74.93,74.12,74.66,72.51,68.46,69.0,67.92,65.23,68.19,66.31,64.96,67.12,64.69,65.5,64.42,62.8,66.04,68.19,68.46,66.58,66.85,65.5,62.8,60.38,56.6,59.03,61.99,60.92,61.99,64.15,66.31,59.03
BK0662,在线教育,18.6,11.59,17.52,16.98,22.91,23.18,38.81,42.86,41.51,48.79,49.06,48.79,41.51,31.27,25.07,17.79,17.52,22.64,25.88,24.53,23.45,23.72,24.53,24.26,23.45,21.56,21.02,21.29,22.1,17.52,7.01,7.01,9.7,9.16,10.24,16.44,15.09,12.13,16.71,15.36,22.91,30.73,27.49,28.57,29.11,18.6,19.95,18.33,29.11,29.11,30.73,30.19,26.95,21.29,22.64,31.54,24.53,30.46,24.53,23.45,30.19,30.46,31.81,25.61,25.34,23.45,20.22,18.33,19.95,20.75,21.56,19.14,23.72,23.72,27.76,30.19,28.84,28.03,30.19,31.54,27.76,25.34,25.61,22.91,29.92,37.2,38.01,42.32,41.51,41.78
BK0726,园林工程,18.33,13.75,5.39,12.67,15.09,19.41,12.67,14.82,15.63,21.56,26.15,23.45,16.44,6.2,4.04,3.77,2.96,2.43,4.31,3.77,5.12,7.55,7.28,5.39,8.09,10.24,18.06,15.9,18.06,17.79,16.98,7.28,5.93,11.32,17.25,17.25,18.06,28.84,23.72,26.95,39.62,43.67,46.9,45.28,45.82,47.71,47.98,49.33,59.84,62.26,59.84,58.49,54.72,50.94,55.26,56.33,51.48,51.75,47.71,49.87,50.67,46.9,50.4,54.72,50.67,49.6,53.64,38.27,35.31,34.23,35.58,35.04,43.4,38.01,41.24,38.81,38.27,45.55,47.44,48.25,44.47,41.78,42.86,41.51,46.36,42.59,40.16,43.67,31.81,22.64
BK0850,进口博览,18.06,38.01,20.49,14.02,14.29,22.1,20.22,12.67,6.2,8.63,16.71,16.44,10.78,11.86,12.13,4.58,4.58,5.93,12.4,5.12,5.39,4.85,5.39,5.12,5.12,4.85,4.04,4.31,4.58,4.04,3.77,5.12,4.04,5.93,4.85,4.85,4.58,5.66,5.93,4.31,6.47,4.85,5.39,5.93,4.58,6.2,6.74,8.63,7.01,9.43,10.24,9.7,12.4,15.36,15.63,17.79,18.33,15.09,18.06,18.87,18.87,13.75,15.09,14.82,12.4,10.51,11.05,13.48,15.09,15.09,15.9,13.75,14.82,12.13,13.21,12.4,12.67,15.09,14.56,23.99,21.56,19.95,26.42,16.98,19.95,22.91,26.15,32.61,27.76,21.29
BK0808,军民融合,17.79,9.97,21.02,29.65,35.85,41.24,46.09,40.7,46.9,45.01,48.79,43.94,53.91,56.33,55.53,54.72,52.02,47.71,39.62,47.17,40.43,36.66,37.74,40.43,45.01,56.33,56.33,59.57,58.49,51.21,52.02,61.73,60.92,67.65,68.73,68.19,73.05,74.39,75.2,70.62,74.39,73.32,77.09,77.36,76.82,81.13,79.51,77.09,80.05,78.71,77.09,78.44,78.71,78.71,79.25,79.78,81.13,81.67,78.44,78.44,79.25,78.71,79.51,80.05,77.36,76.82,71.7,73.58,71.97,70.08,72.51,70.08,62.8,61.19,65.23,66.58,67.12,68.46,70.89,70.35,74.12,74.93,73.32,73.85,70.08,65.23,67.92,65.5,71.97,76.28
BK0996,毛发医疗,17.52,18.87,11.32,5.12,7.55,6.47,7.82,9.43,10.51,16.17,14.02,9.43,15.36,10.24,9.16,8.89,7.28,8.89,6.47,12.94,12.67,14.82,13.75,17.52,9.97,16.71,9.97,5.66,7.82,7.28,14.29,17.25,16.44,15.9,11.32,10.78,13.75,19.68,28.03,32.35,24.53,23.18,16.44,16.17,16.44,25.61,27.22,27.76,17.52,21.56,18.33,20.49,15.9,26.42,24.8,26.42,30.19,26.15,25.34,26.15,27.76,28.03,28.03,29.92,28.84,26.95,27.22,22.1,17.25,11.59,13.48,18.33,19.14,20.75,21.56,23.99,25.07,29.11,22.91,28.03,0.0,0.27,0.27,0.27,0.81,1.35,2.16,4.04,5.93,1.35
BK0995,华为昇腾,17.25,18.06,11.86,4.31,7.01,8.89,5.93,6.74,12.67,15.63,10.78,9.7,15.9,10.51,8.09,6.47,10.24,10.51,8.36,10.51,15.09,13.75,16.44,15.9,13.75,12.4,10.78,8.36,8.63,6.47,16.44,16.17,15.09,16.17,15.09,12.13,12.13,17.79,27.49,34.77,23.18,22.64,15.9,15.36,16.71,25.07,24.53,26.15,19.14,19.14,18.6,21.56,18.87,26.68,24.53,27.49,32.35,25.61,25.61,28.03,27.22,28.84,29.38,30.46,28.57,26.42,28.03,22.64,15.63,11.32,13.75,16.71,19.41,21.02,21.02,23.72,24.8,30.46,22.1,0.81,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK0985,换电概念,16.98,15.63,10.24,9.43,2.96,4.31,6.47,5.66,13.21,11.59,12.94,8.89,11.86,7.55,8.36,6.2,6.74,10.78,7.55,8.89,11.86,17.52,16.71,15.36,10.78,14.56,11.05,6.2,8.09,9.7,13.48,14.82,14.56,17.52,12.94,9.16,12.67,17.52,25.07,72.51,73.85,75.74,78.17,78.71,80.05,77.36,77.9,77.63,78.71,81.67,80.32,74.93,72.78,73.58,74.93,75.2,74.66,71.7,71.16,71.7,71.7,72.24,76.82,77.9,74.93,78.98,79.25,74.66,72.78,71.97,73.05,74.66,72.51,71.43,73.85,72.51,75.2,76.01,77.09,78.98,80.59,76.82,77.9,79.51,78.44,75.74,68.19,76.55,78.98,82.75
BK0991,工程机械,16.71,19.41,14.29,4.58,3.23,4.58,8.89,4.85,14.29,16.44,13.75,9.97,14.29,8.36,7.82,6.74,7.01,11.32,11.32,12.13,10.24,12.94,13.21,17.25,14.29,16.44,12.13,8.09,10.24,10.51,15.9,16.71,14.82,15.09,15.36,12.94,12.4,20.49,26.68,35.04,26.42,23.99,16.71,18.33,16.17,23.18,25.07,25.07,18.33,20.22,18.87,22.1,18.6,25.88,23.99,28.84,31.81,39.35,38.81,38.54,37.47,38.81,34.77,45.82,68.46,74.39,68.46,70.08,68.73,66.85,71.97,69.27,69.81,59.57,61.99,56.06,45.55,53.1,50.94,48.79,46.9,52.29,60.38,60.11,62.8,58.76,54.45,64.42,70.08,75.2
BK0979,低碳冶金,16.44,18.33,14.56,4.85,4.58,5.39,4.31,5.12,71.43,89.49,77.63,74.39,69.81,76.55,74.66,85.18,90.03,83.56,80.05,73.58,70.62,74.93,61.46,42.32,42.86,38.27,35.04,48.79,55.8,61.99,80.05,84.37,81.94,85.18,79.25,80.05,86.52,84.1,73.32,73.05,70.35,63.88,37.74,8.89,24.26,12.94,34.77,44.2,42.59,50.94,61.99,68.46,67.12,78.98,80.86,78.71,80.59,75.74,81.13,84.91,89.22,89.49,90.84,95.15,95.42,95.15,95.42,94.61,96.23,95.69,97.57,97.3,97.04,96.23,95.42,96.23,95.15,95.96,97.3,96.77,94.07,94.88,95.42,94.07,93.26,93.26,90.84,91.11,88.68,88.68
BK0981,工业气体,16.17,17.25,14.82,7.01,6.2,7.01,5.12,5.93,9.43,12.13,15.63,9.16,32.88,26.15,35.04,53.1,49.06,48.25,52.56,51.48,45.01,42.59,28.57,33.69,44.2,56.87,63.07,73.85,79.25,80.05,82.21,78.98,79.78,82.75,82.75,86.25,85.98,87.06,86.52,86.79,87.87,90.84,90.84,91.64,90.57,89.76,91.37,92.99,92.45,92.72,92.18,93.26,95.42,95.96,96.23,95.42,95.42,94.07,94.34,95.15,94.07,94.34,94.88,92.72,92.45,92.45,93.26,93.8,93.26,93.26,93.26,93.26,93.8,94.07,94.07,94.34,94.61,94.34,95.69,94.61,95.15,96.23,96.23,95.96,95.15,92.72,92.72,92.18,92.72,91.37
BK0987,盐湖提锂,15.9,19.95,13.75,7.82,6.74,7.55,8.36,9.16,14.02,15.09,12.4,11.86,13.75,8.89,7.55,9.97,9.43,11.86,11.05,11.86,10.51,13.48,15.63,15.09,14.56,15.9,12.4,9.16,10.51,10.78,15.09,16.44,16.98,14.29,14.82,12.67,14.56,19.95,28.3,34.23,24.26,25.61,17.52,16.98,18.06,26.15,25.88,25.61,20.75,22.1,19.95,21.02,18.06,99.19,98.65,98.92,98.65,98.11,98.11,98.11,98.65,98.65,98.65,98.65,98.65,98.65,98.65,99.19,98.65,99.19,99.19,99.46,99.19,99.46,98.92,98.92,98.92,98.65,98.11,98.92,98.92,96.77,91.64,94.61,89.76,88.68,80.86,75.74,76.82,87.87
BK0978,光伏建筑一体化,15.63,20.75,12.67,6.74,12.4,12.13,14.02,17.79,8.63,8.89,8.89,17.52,9.97,20.22,24.26,80.86,85.44,83.02,86.52,85.18,79.51,91.91,90.03,87.06,90.57,90.03,89.22,90.84,94.88,94.34,95.42,94.88,95.15,94.61,94.61,96.23,97.04,96.23,94.07,93.26,93.53,94.88,94.34,94.07,94.34,93.8,93.53,92.72,93.26,93.8,91.64,92.72,89.49,91.64,91.64,89.49,90.84,91.37,91.37,92.72,92.99,92.99,95.15,95.69,95.96,97.57,97.84,97.04,95.96,94.61,94.61,94.07,93.53,92.99,93.8,86.52,83.29,83.56,80.59,82.48,83.29,79.25,78.71,83.56,78.17,75.2,69.0,68.46,50.13,60.92
BK0999,茅指数,15.36,19.68,11.59,3.77,2.16,8.36,7.28,4.04,12.13,14.02,15.09,11.59,16.17,7.82,11.32,9.43,11.59,11.59,7.28,11.32,14.02,15.36,14.56,14.56,12.94,14.82,10.51,8.63,7.28,6.74,12.94,18.06,17.25,13.75,11.86,9.7,14.02,18.33,26.95,32.88,25.61,25.88,14.29,15.9,18.33,22.64,27.49,25.88,18.6,20.75,17.25,18.87,19.41,27.22,25.88,27.76,31.54,26.95,26.95,27.22,25.88,28.3,28.57,30.19,27.49,28.03,26.15,21.83,16.98,12.13,13.21,17.25,18.87,22.1,20.75,22.64,25.34,29.65,21.83,28.84,31.0,28.84,48.25,40.7,32.35,30.73,40.7,45.55,45.28,45.82
BK0994,空间站概念,15.09,17.79,9.43,9.16,5.66,4.85,5.66,5.39,10.24,11.86,12.13,8.63,12.13,8.09,6.47,5.66,9.16,8.36,7.82,9.43,13.75,16.98,14.82,16.71,11.05,13.48,12.94,6.74,9.7,9.97,13.75,15.09,13.48,16.44,12.4,10.24,12.94,19.14,25.61,33.42,26.95,22.91,15.36,17.79,16.98,23.72,26.68,24.8,17.25,18.87,19.14,20.75,16.71,25.07,25.61,28.57,30.73,25.34,26.15,26.95,27.49,27.76,29.65,28.3,29.11,27.76,26.68,21.29,16.71,10.24,12.67,16.98,70.08,78.44,79.25,83.83,83.83,79.78,81.67,83.56,84.1,85.98,79.78,76.82,79.78,77.9,82.21,81.13,85.44,87.6
BK0988,钠离子电池,14.82,16.98,11.05,7.55,5.39,5.12,4.04,4.58,10.78,13.21,11.32,8.36,11.59,6.47,7.01,5.39,9.7,8.09,10.51,8.09,11.32,16.44,15.09,18.87,11.32,12.94,13.48,7.55,9.16,8.09,14.56,14.56,14.02,17.25,12.13,8.89,13.48,17.25,24.53,33.96,24.8,24.26,15.63,18.6,17.25,23.45,23.72,28.03,17.79,18.6,17.79,19.95,17.25,24.8,99.46,99.46,99.46,98.65,98.65,98.38,98.38,98.38,98.11,98.38,98.38,98.11,98.11,98.11,98.11,97.57,97.3,96.77,95.69,97.57,97.3,95.42,96.5,95.42,95.15,96.5,97.04,95.42,95.96,96.77,94.88,94.34,91.91,92.45,90.3,95.96
BK0989,储能,14.56,16.44,9.7,8.63,5.93,7.82,3.5,7.55,12.4,13.75,13.21,11.05,15.09,8.63,11.05,5.93,8.89,7.82,10.78,9.7,14.56,15.09,13.48,16.98,11.86,16.17,12.67,9.97,7.01,8.89,12.67,15.63,15.9,14.02,13.48,12.4,13.21,20.22,25.34,32.61,25.88,26.15,13.75,17.25,17.79,24.26,24.26,26.42,20.49,19.68,19.68,22.37,16.98,26.15,26.68,28.3,98.11,98.38,98.38,98.65,98.11,98.11,98.38,98.11,98.11,98.38,98.38,98.38,98.38,98.11,96.77,96.5,94.61,95.69,95.96,94.88,95.42,94.88,94.61,95.96,97.57,97.04,97.3,97.84,96.23,95.42,94.88,97.04,97.57,97.84
BK0997,NFT概念,14.29,15.09,12.4,6.2,7.28,7.28,6.74,8.89,9.7,15.9,11.59,10.78,14.02,7.01,10.78,7.01,7.82,9.97,9.43,10.24,14.29,17.25,12.67,15.63,13.21,13.75,11.32,7.01,9.43,8.36,16.71,18.33,13.21,16.98,14.02,11.59,11.86,20.75,26.15,31.54,23.99,23.45,14.82,16.44,18.87,24.53,26.15,27.22,19.68,21.83,20.49,19.68,17.79,25.34,25.34,26.15,31.0,27.22,25.88,26.42,26.95,27.22,27.76,29.38,27.22,26.15,27.76,23.18,15.9,10.51,12.94,17.79,18.33,21.83,21.83,23.18,26.15,30.19,21.29,28.57,31.81,29.11,31.81,39.89,48.25,45.01,41.78,47.17,57.95,54.72
BK0998,机器视觉,14.02,16.17,12.94,6.47,2.7,6.74,7.01,8.63,11.05,14.56,14.29,12.13,14.82,11.05,10.24,9.16,11.32,9.7,9.16,11.05,14.82,16.71,12.94,14.82,10.24,14.02,9.16,5.93,8.36,7.82,15.63,15.9,13.75,15.63,14.56,10.51,11.59,16.71,26.42,33.15,23.45,25.34,14.56,16.71,17.52,23.99,25.61,26.68,20.22,21.02,20.22,21.83,18.33,24.26,26.42,26.68,30.46,26.42,27.49,28.3,26.15,28.57,28.84,29.65,26.95,28.3,28.3,22.37,17.52,11.05,12.4,18.06,19.95,21.56,22.37,23.45,26.42,28.84,22.37,29.11,30.73,29.38,18.33,23.45,20.22,10.78,7.01,7.28,10.24,22.91
BK1000,宁组合,13.75,15.36,12.13,5.39,6.47,8.63,6.2,8.36,12.94,13.48,14.82,10.51,12.67,9.16,9.43,5.12,8.63,10.24,9.97,8.63,12.4,17.79,12.4,16.44,14.02,13.21,9.7,7.28,6.74,9.43,14.82,18.6,15.36,16.71,14.29,11.86,11.32,19.41,28.57,33.69,23.72,22.37,16.98,18.06,15.9,25.34,26.95,25.34,19.95,20.49,19.41,21.29,16.17,25.61,24.26,28.03,32.61,26.68,26.68,27.49,28.03,26.68,29.11,29.11,28.03,27.22,27.49,22.91,16.17,10.78,14.29,17.52,18.6,21.29,21.29,22.91,25.88,29.38,21.56,28.3,31.54,29.65,48.79,40.16,32.61,31.0,40.97,45.82,45.55,46.09
BK0983,核污染防治,13.48,18.6,9.16,8.36,4.31,5.66,4.85,4.31,13.48,12.94,15.36,7.82,12.4,7.28,10.51,7.55,10.78,7.01,8.63,9.16,13.21,14.29,16.17,19.14,12.13,15.09,11.86,9.43,16.98,21.83,24.53,29.38,26.68,32.35,48.25,56.06,56.6,58.22,59.84,61.99,66.85,70.62,72.78,71.16,70.89,76.28,74.66,75.74,73.58,70.35,72.78,70.89,72.24,73.32,75.47,73.85,75.2,77.9,77.09,78.71,80.05,78.17,78.71,81.13,82.21,82.21,82.21,81.4,77.63,78.71,77.63,76.01,76.82,79.51,80.05,83.56,83.56,84.37,86.25,85.71,87.06,86.52,86.25,84.91,82.21,78.98,78.17,74.93,74.93,80.59
BK0993,宠物经济,13.21,20.22,10.51,8.09,3.5,3.77,4.58,7.01,11.32,11.32,14.56,10.24,12.94,9.7,9.97,9.7,7.55,7.28,8.89,9.97,12.94,14.02,15.9,18.06,12.4,16.98,8.89,9.7,11.05,9.16,16.17,18.87,16.17,13.48,13.21,11.05,11.05,18.06,25.88,32.08,26.15,24.8,14.02,15.63,19.41,24.8,25.34,27.49,18.87,21.29,20.75,20.22,19.14,26.95,26.15,26.95,32.08,25.88,26.42,26.68,26.68,26.95,27.49,28.84,27.76,27.49,26.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.54,0.54,0.54,0.27,0.27,0.27,0.27,0.54,0.27
