,NAME,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-22,2021-09-23,2021-09-24,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-08,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-18,2021-10-19,2021-10-20,2021-10-21,2021-10-22,2021-10-25,2021-10-26,2021-10-27,2021-10-28,2021-10-29,2021-11-01,2021-11-02,2021-11-03,2021-11-04,2021-11-05,2021-11-08,2021-11-09,2021-11-10,2021-11-11,2021-11-12,2021-11-15,2021-11-16,2021-11-17,2021-11-18,2021-11-19,2021-11-22,2021-11-23,2021-11-24,2021-11-25,2021-11-26,2021-11-29,2021-11-30,2021-12-01,2021-12-02,2021-12-03,2021-12-06,2021-12-07,2021-12-08,2021-12-09,2021-12-10,2021-12-13,2021-12-14,2021-12-15,2021-12-16,2021-12-17,2021-12-20,2021-12-21,2021-12-22,2021-12-23,2021-12-24,2021-12-27,2021-12-28,2021-12-29,2021-12-30,2021-12-31,2022-01-04,2022-01-05,2022-01-06,2022-01-07,2022-01-10,2022-01-11,2022-01-12,2022-01-13,2022-01-14,2022-01-17,2022-01-18,2022-01-19,2022-01-20,2022-01-21,2022-01-24,2022-01-25,2022-01-26,2022-01-27,2022-01-28,2022-02-07,2022-02-08,2022-02-09,2022-02-10
BK0734,珠宝首饰,97.36,94.0,68.35,52.76,29.5,1.92,7.43,67.39,29.26,38.85,67.63,43.88,7.43,14.39,22.3,10.55,8.63,7.67,6.24,7.67,26.62,17.99,19.66,33.57,26.14,24.7,32.37,35.49,23.5,50.84,70.26,62.11,55.16,56.12,19.42,15.59,20.38,35.25,48.68,32.85,36.21,60.19,36.45,47.96,67.39,54.92,30.46,80.1,87.77,88.49,88.97,79.62,65.71,20.86,5.76,20.14,23.5,23.02,23.5,59.71,64.99,92.57,97.84,98.8,93.76,99.28,92.09,65.95,12.47,9.59,0.48,1.44,2.64,6.24,8.63,15.11,5.04,5.52,11.51,12.95,5.52,19.9,43.41,18.23,37.89,71.46,53.96,58.27,89.69,89.93,88.49,88.25,74.58,67.39,91.85,80.58,96.16,87.05,81.53,48.44,76.98,15.59,38.37,68.35,55.4,32.37,35.25,8.39,1.44,9.83,7.19,15.59,46.28,71.22,33.33,24.22,34.05,49.4,12.23,42.45,80.1,82.01,69.3,92.33,90.89,87.77,84.65,90.41,32.13,59.71,37.65,15.35,2.64,10.31,9.11,40.29,62.35,94.24,90.17,78.66,86.57,91.37,63.79,68.59,81.29
BK0946,EDA概念,97.12,95.2,94.0,89.21,85.85,6.24,0.96,3.36,53.0,14.63,68.59,79.62,86.09,71.7,83.69,89.21,76.02,76.5,64.27,64.75,19.42,58.27,45.08,38.37,11.75,76.74,50.36,20.62,14.39,8.63,2.16,3.6,8.39,64.75,79.14,88.73,86.09,90.89,48.2,39.09,42.93,70.02,24.94,39.09,37.41,23.02,9.35,11.75,42.93,20.14,17.75,25.18,17.75,7.19,23.98,72.18,74.34,74.34,82.73,76.5,20.38,11.03,17.99,11.27,12.23,20.38,29.26,11.27,38.61,36.69,24.46,55.16,70.98,53.96,72.9,57.55,23.98,10.31,41.97,21.1,47.24,51.56,54.2,43.88,48.92,37.17,20.14,17.99,10.55,37.89,51.08,65.71,77.46,86.57,68.82,69.06,61.87,36.21,33.81,60.67,58.75,74.58,55.88,34.29,40.53,18.47,4.32,16.31,22.78,7.43,12.23,47.96,26.38,19.9,10.07,8.15,6.95,7.67,22.3,27.82,69.06,54.44,66.43,41.01,46.52,37.89,51.8,38.61,55.16,56.35,35.73,32.85,71.94,86.57,88.73,76.02,70.26,49.88,17.99,19.18,39.57,46.28,28.3,29.5,37.89
BK0519,稀缺资源,96.88,96.64,94.48,96.88,95.68,95.2,96.4,98.32,95.44,95.68,91.61,94.96,88.97,90.17,91.37,91.85,85.37,82.97,73.38,18.23,4.56,41.97,18.47,65.23,89.69,94.0,87.29,96.4,93.53,86.09,95.2,87.29,33.57,16.79,87.77,90.41,95.92,97.36,97.36,97.36,98.32,97.12,97.6,60.67,21.1,14.87,93.53,94.24,99.04,99.04,99.04,97.84,92.33,49.4,5.28,3.6,0.48,0.96,3.12,2.16,2.88,3.12,16.55,11.99,13.19,11.99,72.9,93.53,94.48,92.81,94.72,68.11,11.99,9.35,34.77,0.72,0.72,0.48,0.48,3.6,7.43,4.8,6.24,5.04,1.2,5.52,15.59,1.68,2.88,6.71,33.57,66.91,87.29,93.29,95.68,86.33,91.13,85.13,62.83,50.36,75.54,77.22,83.45,79.86,83.69,60.43,40.05,29.26,9.83,4.32,38.37,39.57,14.15,29.26,26.14,20.38,11.51,13.67,28.54,44.36,9.11,21.58,24.22,19.42,22.06,36.21,37.65,63.79,81.77,84.65,56.83,27.34,45.32,27.1,37.17,80.58,89.21,87.53,90.89,90.89,29.98,67.87,78.66,86.81,88.73
BK0695,小金属概念,96.64,98.08,97.12,98.08,97.36,96.16,92.09,94.72,86.57,74.58,89.21,95.68,90.41,94.48,94.48,91.37,80.82,83.69,69.06,21.58,8.63,57.07,21.82,82.25,92.81,94.96,90.17,94.96,88.73,46.52,88.01,66.91,40.05,38.85,95.2,93.29,96.88,96.4,96.4,96.88,96.16,83.69,78.9,13.91,6.24,4.08,36.69,43.17,94.72,95.2,93.05,93.53,79.14,25.9,6.47,6.47,3.84,3.36,3.36,3.84,3.36,2.64,6.95,14.39,23.02,23.02,73.86,94.24,93.29,91.61,92.09,79.62,45.8,57.07,59.95,6.0,34.29,12.23,6.95,7.43,15.59,8.15,25.18,35.97,29.5,31.65,49.16,8.63,5.76,18.94,73.14,81.29,94.0,96.64,97.6,92.33,96.88,94.48,87.77,70.5,80.34,60.67,43.41,46.28,61.87,31.89,29.98,16.79,12.95,6.95,21.58,16.31,12.71,29.5,23.26,17.75,7.43,4.56,8.63,17.51,13.43,48.68,35.01,18.47,23.02,27.1,23.26,43.17,80.58,66.43,62.59,37.17,48.92,12.47,31.18,53.48,78.66,85.61,92.33,92.33,78.66,81.77,66.19,71.7,67.87
BK0948,MicroLED,96.4,80.34,92.09,92.57,92.33,78.42,91.61,42.45,21.58,90.41,99.28,98.08,99.76,99.28,98.08,94.0,88.97,78.9,70.98,10.31,2.64,38.85,18.94,33.09,30.46,79.86,34.05,36.69,35.49,66.19,33.81,15.59,12.47,40.53,30.46,53.48,57.07,40.53,8.87,11.27,14.87,6.47,7.91,7.43,9.59,19.66,76.74,49.4,64.03,53.24,17.27,6.47,6.0,3.6,4.56,6.95,11.75,22.78,18.94,20.14,25.66,76.5,94.48,95.68,97.36,95.2,86.09,23.5,19.42,12.95,11.03,11.03,53.48,79.14,75.3,77.94,80.82,80.34,47.72,62.35,82.25,79.14,63.07,82.25,89.45,79.38,75.78,73.14,87.29,51.08,26.62,10.07,68.35,37.89,48.44,58.75,25.18,2.64,12.71,10.79,5.76,9.59,20.38,14.87,9.35,82.49,81.29,83.45,91.13,94.48,64.27,71.7,37.65,21.34,14.15,8.39,11.27,17.51,27.1,7.67,15.11,8.15,35.73,54.44,49.88,54.44,47.48,42.21,15.83,30.46,29.02,56.12,46.52,39.57,20.38,17.99,9.83,5.04,18.23,35.73,35.01,53.0,64.75,50.6,35.73
BK1033,电池,96.16,98.32,99.52,99.52,99.04,99.04,96.64,86.81,10.31,0.0,0.24,71.7,52.28,85.85,91.13,55.16,53.0,93.53,93.05,91.85,87.53,97.36,80.82,95.68,84.41,94.24,89.21,88.73,20.38,6.71,24.94,0.48,5.52,2.16,39.09,78.9,72.66,42.45,60.67,77.46,34.77,18.71,9.11,1.92,3.36,20.14,19.9,19.66,85.85,46.52,69.54,89.69,64.27,59.71,71.7,4.8,8.63,47.72,11.99,23.26,75.78,17.51,13.43,22.54,69.78,50.12,97.84,98.32,98.56,97.6,97.84,95.92,96.88,98.56,97.12,95.92,94.48,80.82,67.15,13.19,39.33,34.53,63.31,61.15,57.79,27.58,61.63,1.92,3.6,10.79,75.54,62.35,97.6,97.6,88.97,61.87,93.05,92.33,90.17,95.68,98.56,80.82,12.23,5.52,12.47,1.2,4.08,0.72,10.07,1.92,4.56,0.96,1.44,2.16,3.12,2.16,1.2,2.4,21.1,5.52,9.35,64.27,8.15,0.72,1.44,1.44,1.68,2.4,39.09,30.7,82.49,83.93,90.17,16.31,30.22,42.45,66.67,78.9,94.24,95.2,79.62,42.69,4.56,1.44,0.72
BK0942,商汤概念,95.92,83.45,82.25,76.5,64.27,54.92,72.18,38.13,21.1,24.46,4.32,10.07,64.03,83.69,72.66,68.82,48.2,48.2,23.74,10.55,21.82,31.89,4.08,3.12,5.52,6.47,11.51,54.2,45.8,53.24,37.41,41.25,14.63,7.19,9.83,26.14,14.39,11.03,34.29,18.71,28.78,29.5,32.85,22.54,31.18,8.15,12.47,10.07,10.07,6.24,16.07,7.43,14.15,18.23,30.46,32.61,55.64,68.82,60.43,57.55,41.49,47.72,28.78,71.94,71.22,31.18,58.99,30.46,4.08,5.52,12.95,0.72,3.84,27.34,9.59,39.09,27.1,53.96,24.94,76.98,46.28,74.58,62.35,58.99,69.3,94.0,73.62,91.85,97.12,77.7,17.51,33.33,41.01,31.65,49.16,50.84,47.48,24.46,13.19,13.67,51.56,40.29,52.52,58.75,58.51,36.45,39.09,75.3,68.59,78.42,89.69,90.17,80.82,88.73,89.45,38.13,55.16,61.15,36.69,62.35,91.37,64.03,85.61,94.48,88.25,70.02,69.78,21.1,0.72,6.71,13.91,60.91,88.49,93.76,91.13,86.33,77.22,73.38,31.89,12.47,11.75,8.15,10.07,18.23,62.83
BK0956,eSIM,95.68,86.33,87.05,68.82,74.82,25.9,39.33,7.43,11.03,6.95,15.83,19.66,72.9,79.14,79.14,93.29,86.33,82.49,71.46,74.1,3.84,18.71,3.84,24.94,8.63,64.51,29.02,78.42,40.05,8.39,16.55,58.03,56.12,83.21,88.97,78.18,29.74,8.87,0.24,2.88,15.59,47.72,25.66,58.03,62.59,59.95,12.71,22.54,26.86,3.36,35.49,51.32,45.32,4.8,26.38,6.0,26.62,45.56,60.91,58.51,58.99,19.18,72.9,77.22,94.48,89.21,99.04,95.68,94.72,87.29,88.97,66.19,52.52,5.52,5.04,10.55,14.15,23.5,73.14,91.13,90.65,95.2,95.68,95.68,88.49,94.24,94.24,98.8,97.36,96.88,60.43,17.03,22.54,25.42,24.94,72.66,86.33,73.14,91.37,73.14,61.39,37.41,35.25,16.55,15.59,23.26,6.71,41.73,71.22,68.35,42.93,54.2,19.42,9.83,6.24,8.87,14.39,12.71,55.4,61.87,88.73,80.1,81.29,30.7,39.33,19.66,40.77,16.79,21.82,38.85,46.28,84.17,98.08,97.36,96.88,97.6,98.08,83.21,81.06,49.16,49.4,17.99,51.32,98.8,99.52
BK0580,LED,95.44,89.45,84.89,79.62,70.98,55.64,56.59,18.23,26.14,22.06,82.49,92.33,97.36,96.64,95.44,94.96,84.41,83.45,83.93,33.81,7.67,44.36,9.83,5.28,3.84,39.33,27.58,27.1,21.1,57.07,31.65,11.27,10.31,35.25,41.73,67.39,70.5,49.88,26.38,13.43,9.11,5.76,6.95,10.31,12.71,19.42,30.7,23.26,43.88,19.66,31.89,29.26,39.33,12.47,36.45,24.22,27.58,42.69,38.13,39.81,44.12,46.28,62.59,52.04,67.87,61.87,81.06,67.39,56.35,30.7,23.74,14.87,32.85,71.22,72.42,66.91,71.7,64.75,61.39,60.67,84.17,78.18,75.78,70.98,79.62,74.58,62.35,67.63,56.35,42.45,24.22,21.1,72.9,65.71,66.19,73.86,48.2,14.63,17.51,29.26,13.67,18.94,19.18,22.78,20.62,62.59,69.3,77.46,79.86,69.78,25.42,17.99,17.27,17.03,16.31,12.95,20.62,23.02,41.49,15.59,32.61,36.45,39.57,40.05,54.44,49.88,44.84,47.48,40.77,32.85,41.25,60.19,62.59,53.0,38.37,30.46,20.62,23.74,49.16,50.36,58.75,53.72,42.21,27.1,34.53
BK0622,地热能,95.2,92.33,90.17,86.57,67.39,63.79,41.97,12.23,5.28,16.07,11.51,17.75,61.63,46.28,48.44,46.52,58.99,35.97,63.79,80.58,82.49,76.5,82.01,88.49,87.77,84.41,93.05,89.93,88.97,87.05,32.85,2.64,0.96,3.12,21.34,76.74,88.73,92.57,89.69,64.03,41.49,29.02,58.03,70.98,64.75,76.98,82.73,57.79,53.48,67.39,76.74,87.05,75.54,76.98,84.65,86.81,36.69,59.95,69.06,50.12,54.2,77.7,57.55,11.03,4.32,9.83,7.67,34.53,75.3,92.09,81.77,84.89,82.49,62.35,66.91,70.98,76.5,65.71,56.35,33.33,57.07,50.84,64.51,97.12,96.88,88.73,97.84,90.89,25.66,74.58,86.33,72.66,54.92,82.25,43.88,20.14,29.74,26.62,29.98,72.66,88.01,90.89,84.41,49.64,46.04,38.13,13.91,10.31,23.98,11.99,25.18,61.15,44.6,53.96,33.81,47.72,12.95,64.75,54.68,58.99,27.1,40.77,11.51,19.9,42.69,38.85,41.49,45.56,43.17,12.23,7.91,18.23,36.93,37.89,45.08,58.75,53.72,47.0,53.48,36.93,41.01,60.67,72.18,66.91,72.42
BK0951,刀片电池,94.96,96.88,97.36,98.8,99.52,98.56,95.92,94.96,15.11,1.2,44.12,98.56,97.84,99.76,99.76,97.12,97.84,99.52,97.6,97.84,96.16,98.8,92.57,98.8,95.68,98.56,94.96,96.64,93.76,34.05,24.46,0.24,0.48,0.72,45.08,87.53,97.36,94.0,94.48,94.48,91.61,16.07,6.71,0.48,1.92,4.56,34.53,18.94,86.09,49.4,79.62,86.57,22.54,5.52,1.44,0.0,1.68,6.24,3.84,9.59,74.82,21.1,70.02,84.89,94.24,74.34,99.28,99.52,99.28,99.52,98.8,97.84,96.64,98.08,96.16,94.96,95.2,92.57,94.0,94.96,95.2,60.67,84.65,60.91,12.71,6.0,64.03,3.84,3.12,90.65,97.6,92.09,97.84,96.88,15.59,0.24,15.83,84.65,88.49,69.54,95.92,89.93,3.12,4.56,58.99,29.26,39.57,58.03,35.25,1.68,8.63,1.44,0.96,2.4,4.56,3.6,0.96,1.68,47.72,37.17,39.33,94.72,85.85,19.18,10.31,6.0,4.08,0.96,11.99,11.75,53.96,73.38,86.09,8.15,3.6,12.47,40.29,61.87,96.88,99.52,99.52,89.21,17.51,3.12,0.24
BK0732,贵金属,94.72,91.85,50.36,67.15,33.57,1.68,3.12,67.63,32.85,85.13,95.44,94.48,81.77,89.21,88.49,92.81,80.1,80.34,47.24,6.47,0.24,11.75,1.44,6.24,5.76,20.38,25.66,84.89,90.89,94.24,98.56,97.36,88.97,67.39,86.81,38.37,57.31,79.14,80.1,59.47,69.78,57.79,30.46,22.78,19.66,14.63,17.51,78.18,94.96,95.92,96.16,96.16,84.17,5.04,0.0,0.96,0.24,2.64,6.0,15.83,18.23,34.29,95.44,84.41,27.1,94.24,92.57,71.22,82.97,65.71,41.97,29.98,17.75,21.1,70.26,25.18,27.82,40.53,50.12,20.14,14.87,24.94,42.69,22.78,53.0,89.21,75.06,18.94,16.55,3.6,2.4,2.88,20.38,30.46,30.94,21.34,37.65,22.3,8.63,8.39,10.31,14.15,87.05,89.93,93.29,76.5,76.5,11.27,2.4,8.15,19.9,50.6,38.13,48.2,31.65,27.1,9.83,8.87,13.91,23.02,21.34,12.47,35.49,59.23,46.28,60.43,63.07,89.45,89.21,98.32,93.76,83.45,64.03,61.15,66.19,65.95,83.21,99.04,98.56,67.15,61.63,77.7,8.87,9.11,53.0
BK0561,基本金属,94.48,96.4,93.76,96.16,94.0,92.81,89.93,94.24,88.97,92.81,88.97,94.72,92.57,94.96,94.96,97.6,88.49,93.05,85.13,20.38,0.72,26.38,1.92,10.07,14.63,81.53,70.5,94.48,91.61,85.85,96.88,94.48,27.82,11.99,71.22,74.34,94.48,98.08,99.52,99.04,99.04,91.85,87.53,16.79,4.56,2.16,73.14,76.02,96.4,98.56,96.88,95.68,80.34,27.58,1.2,3.12,0.96,0.48,2.16,1.68,1.92,2.16,8.63,8.15,17.03,56.12,91.61,97.36,96.64,93.53,86.09,27.82,1.92,4.8,7.19,0.48,1.2,1.68,2.64,4.56,6.24,5.28,5.52,5.52,3.36,15.59,32.85,9.59,5.28,16.07,43.17,85.13,90.89,96.16,97.84,96.16,93.53,89.69,63.31,60.19,52.52,58.27,81.77,86.81,92.57,86.81,86.09,56.35,5.52,1.2,14.87,28.54,19.9,49.64,51.8,81.77,41.97,29.26,58.51,66.91,13.91,18.23,22.54,20.62,28.54,41.49,44.12,83.21,94.48,92.81,76.26,46.04,58.99,29.26,37.65,75.78,82.49,78.18,85.61,82.97,50.12,85.61,85.85,93.53,93.53
BK1039,电子化学品,94.24,89.69,93.29,93.29,89.69,84.17,45.8,2.4,1.44,3.12,26.14,85.37,98.32,97.6,97.36,99.28,99.52,99.28,99.52,99.28,92.57,92.81,6.47,0.72,0.24,20.14,3.6,41.97,33.57,13.67,12.23,23.5,9.59,18.71,88.25,92.81,88.97,67.63,38.61,0.96,0.72,0.24,0.24,1.44,8.63,6.95,75.06,50.6,88.73,68.35,69.3,27.1,28.06,0.24,4.32,7.19,6.47,8.63,7.67,7.67,6.24,11.75,19.9,23.74,46.28,43.17,51.08,64.03,67.87,63.79,35.73,94.48,94.72,97.84,95.68,93.05,50.12,49.88,45.32,35.25,83.45,68.11,79.62,89.93,96.16,96.88,98.8,85.37,54.68,35.97,9.35,9.83,85.85,83.93,85.61,87.77,89.21,76.02,77.46,85.13,71.22,58.75,18.23,3.12,0.96,0.48,0.0,0.48,55.4,12.71,46.52,20.14,19.66,4.8,14.87,9.11,20.86,45.8,84.89,80.34,73.38,84.89,69.78,36.45,27.34,24.94,48.44,53.48,73.38,85.61,92.09,79.38,72.42,64.75,33.09,8.39,5.76,6.24,17.27,32.13,45.56,36.93,36.21,18.47,16.79
BK0902,MiniLED,94.0,82.73,84.65,78.66,74.58,56.59,76.98,33.33,54.2,78.42,98.32,97.12,99.28,98.32,97.6,96.16,86.09,80.82,70.5,15.11,1.68,19.66,2.4,4.08,2.88,41.73,26.38,30.7,16.55,65.95,29.26,9.83,9.35,41.97,23.98,59.47,56.83,37.65,6.95,2.4,2.64,3.12,3.84,10.07,17.51,26.86,62.11,36.45,27.82,13.91,9.83,2.88,4.32,6.24,14.39,15.35,23.26,41.01,31.18,29.74,36.93,56.12,82.25,77.94,86.09,76.98,59.23,25.18,22.78,10.31,6.95,12.71,30.22,77.7,75.78,72.66,61.15,79.38,75.54,82.01,94.48,96.4,92.81,78.9,89.69,76.26,51.8,55.64,52.28,22.78,10.07,11.99,66.91,62.11,77.94,90.41,63.55,15.11,31.65,23.02,11.27,32.85,28.06,15.11,9.83,70.5,59.23,79.86,88.49,88.01,39.33,47.24,35.49,35.25,37.89,37.41,39.33,41.49,49.4,14.39,30.94,29.26,51.56,54.2,62.11,56.83,55.64,40.29,23.98,26.86,41.97,67.87,74.34,73.14,51.8,34.29,12.23,6.95,21.34,30.7,32.37,52.04,52.04,40.77,41.01
BK0975,磁悬浮概念,93.76,95.92,91.61,69.78,52.52,52.52,13.67,56.59,78.18,64.75,89.69,88.25,83.69,72.42,75.78,49.64,67.39,65.23,87.05,87.53,82.73,83.69,72.18,86.33,45.32,87.53,93.29,92.81,84.17,91.37,57.55,19.42,14.39,6.0,20.86,55.16,51.8,79.38,92.57,89.93,92.81,93.76,95.92,85.85,77.46,61.87,34.29,10.79,2.16,8.87,23.5,76.5,48.44,69.54,88.01,74.34,33.57,30.22,19.42,8.63,7.19,6.95,7.19,9.59,17.51,20.62,29.5,84.65,87.05,82.25,76.98,76.02,84.41,81.06,93.05,91.13,93.53,86.33,78.18,50.6,84.89,76.98,64.03,67.39,70.5,30.46,70.02,53.48,61.15,92.57,96.88,91.61,93.53,94.96,91.37,89.69,91.85,91.85,79.14,80.34,76.74,44.6,25.42,26.14,31.18,15.35,30.22,23.98,33.57,44.84,56.83,49.16,32.85,36.21,14.63,11.75,7.91,7.91,27.34,41.25,29.5,60.91,20.62,12.71,11.75,18.71,17.75,42.93,70.02,47.48,50.6,55.88,56.35,43.41,25.9,32.85,43.41,37.89,65.95,85.13,91.13,88.01,72.42,59.47,35.25
BK0547,黄金概念,93.53,93.29,75.06,84.41,77.46,52.04,53.96,88.73,76.02,83.21,90.17,90.89,80.1,87.05,86.81,87.05,74.58,67.63,32.37,4.32,2.16,14.39,3.12,30.94,32.85,53.48,52.28,88.49,79.14,83.93,94.72,92.81,69.78,68.35,81.06,71.94,82.01,88.97,92.09,91.61,92.57,86.33,74.1,45.32,32.13,18.94,35.97,78.9,94.48,96.16,95.92,94.48,81.53,13.67,2.88,5.28,4.56,6.0,8.63,11.51,12.95,15.83,82.01,71.46,38.61,88.01,90.41,85.13,76.98,69.3,43.65,15.35,7.19,14.15,43.17,22.54,31.41,14.87,11.03,9.11,4.32,7.19,15.83,17.99,27.58,68.59,72.42,33.09,32.85,34.29,35.01,40.29,68.82,66.19,80.34,63.07,81.29,65.71,47.24,32.85,36.45,17.51,56.83,66.43,67.63,46.76,51.32,18.23,3.84,10.79,17.99,30.46,29.26,52.52,41.01,40.53,30.94,33.81,35.01,35.73,33.81,36.93,41.25,62.59,66.19,68.82,61.87,88.73,84.17,90.41,81.53,48.68,37.17,26.62,41.01,66.19,77.94,93.53,91.85,66.91,49.64,83.69,59.47,66.43,87.05
BK0703,超级电容,93.29,87.53,92.57,93.05,94.72,94.48,94.96,90.89,92.09,64.51,90.41,95.2,89.69,85.37,89.69,67.87,57.79,67.87,71.94,61.39,57.07,77.94,87.53,96.4,94.24,95.44,96.88,91.85,85.85,71.46,40.05,4.56,20.38,23.26,87.53,87.29,86.81,65.71,66.67,61.39,58.27,43.17,57.55,23.74,17.75,42.21,68.35,35.49,77.46,51.8,52.04,79.38,53.72,28.06,70.26,19.9,13.19,15.11,23.74,15.59,23.26,10.31,18.23,12.71,23.5,17.99,75.3,88.73,86.81,85.85,82.01,53.72,75.06,87.53,89.93,92.09,90.65,80.58,65.47,21.58,44.36,57.31,82.01,84.17,85.85,58.99,70.98,17.03,4.32,3.84,47.24,26.38,84.89,90.89,86.09,47.72,62.83,66.67,78.9,91.37,91.13,86.81,43.17,28.78,56.12,27.58,27.82,20.14,39.33,10.31,27.34,27.34,21.34,20.14,22.54,37.89,21.34,54.2,79.62,83.45,76.02,80.82,44.36,14.15,5.76,4.08,5.52,4.8,15.59,9.11,34.05,52.04,78.18,43.88,51.56,46.76,40.77,30.94,74.58,78.18,56.35,48.92,38.37,28.06,16.55
BK0961,有机硅,93.05,92.81,95.44,96.64,93.05,96.88,97.6,95.92,93.53,87.53,27.82,72.66,95.44,92.57,92.57,84.65,69.06,13.91,20.86,2.88,22.78,73.86,52.04,93.53,99.28,99.28,98.32,98.32,98.8,94.48,93.76,98.56,98.56,99.04,99.76,99.76,99.52,99.04,97.6,94.72,96.4,16.31,47.0,5.04,1.2,0.72,19.18,3.12,54.2,95.68,97.6,98.08,97.12,96.64,88.97,3.84,1.44,2.88,0.48,0.96,4.8,3.36,4.8,7.67,14.87,7.67,18.47,78.18,88.49,94.48,96.4,97.36,97.36,95.92,95.44,57.79,42.45,13.67,7.43,3.84,3.12,3.36,4.08,9.11,16.31,44.36,85.85,24.7,7.19,11.03,67.39,82.25,95.44,98.32,98.56,93.76,95.2,79.38,42.69,27.58,2.64,0.0,5.76,5.76,3.6,3.6,25.9,1.44,7.19,4.8,51.32,7.91,5.52,15.83,12.47,6.24,10.55,35.73,66.19,82.01,31.89,45.8,29.26,10.31,6.47,20.86,30.46,69.06,90.89,79.14,87.77,66.19,47.72,17.03,11.51,14.63,44.12,54.68,87.05,94.48,94.0,94.24,87.77,65.95,65.23
BK0901,3D摄像头,92.81,94.96,89.45,91.13,90.17,76.02,11.99,1.44,1.68,11.51,59.47,73.38,74.82,71.22,45.56,47.24,41.97,65.95,46.76,70.98,33.81,68.59,95.92,97.36,97.84,96.4,92.81,29.74,5.76,0.96,0.72,1.44,2.4,24.7,22.78,29.98,2.16,3.36,24.94,20.14,4.32,20.14,13.19,2.16,7.67,25.18,68.59,47.24,57.55,33.81,14.87,1.2,3.12,12.95,25.66,31.18,65.71,91.13,89.69,84.65,85.61,72.42,37.65,33.09,54.44,44.12,64.51,17.75,69.3,57.55,57.07,83.93,79.86,94.96,85.61,95.44,93.05,98.32,93.29,95.2,93.53,93.76,76.26,39.09,61.39,48.44,20.62,42.45,72.42,50.84,41.97,78.66,86.33,69.78,90.65,88.49,31.89,5.52,4.56,0.72,1.2,23.02,24.7,45.8,93.05,92.81,86.57,91.13,88.97,18.23,15.11,11.99,6.71,23.02,93.05,95.68,97.12,97.6,94.48,26.14,25.66,6.95,22.06,15.35,7.19,12.95,18.47,4.08,16.07,18.47,40.77,61.63,82.73,76.98,80.82,38.61,23.26,16.55,32.37,33.09,20.62,9.35,2.4,0.72,2.4
BK0916,氮化镓,92.57,58.27,88.49,71.46,43.88,5.76,2.88,0.24,1.2,1.68,77.94,86.33,95.2,94.72,94.72,96.64,88.01,93.76,96.16,92.57,20.38,74.82,29.5,4.8,1.68,44.36,43.88,62.11,17.51,68.59,23.5,1.68,2.64,32.37,22.06,77.22,78.42,48.68,18.71,4.8,1.2,1.44,0.72,4.08,10.07,16.07,22.78,30.22,51.8,13.19,23.74,12.71,7.43,3.84,35.73,40.53,55.88,80.1,79.14,66.91,58.27,48.92,60.43,39.09,50.12,41.97,80.34,64.75,79.38,52.28,42.21,36.45,73.14,82.49,82.97,89.69,83.69,74.34,80.82,82.97,88.01,82.73,70.5,72.9,76.5,71.94,80.82,71.7,42.21,28.3,16.79,7.67,87.77,80.34,89.69,94.96,82.97,27.34,68.35,45.08,17.27,83.45,37.17,8.87,22.54,48.68,9.83,20.38,67.87,23.5,13.43,8.63,7.43,7.91,9.35,7.19,19.42,21.1,36.93,20.86,34.05,30.46,23.02,16.07,18.71,14.39,13.67,16.07,24.22,16.31,39.57,51.08,71.22,60.43,51.08,32.13,29.74,20.14,43.17,41.25,34.77,32.37,21.82,11.51,15.59
