,NAME,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-06,2021-05-07,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-22
BK0698,免疫治疗,18.6,13.75,9.97,12.13,21.56,22.37,20.22,19.41,21.02,31.0,38.81,43.4,65.5,59.84,66.58,71.7,64.69,71.16,78.98,84.37,84.64,83.83,78.17,54.18,54.18,48.79,61.19,71.97,64.96,73.85,77.63,92.45,92.45,95.42,95.96,98.11,98.65,98.38,99.46,99.73,99.19,99.19,98.65,97.04,95.69,92.72,96.77,96.77,97.84,97.04,96.23,95.96,78.71,93.8,95.96,90.03,88.68,80.86,29.38,28.03,50.13,53.1,45.82,34.5,50.4,52.02,25.61,6.2,4.85,10.51,1.62,4.85,6.74,9.97,16.44,11.59,19.95,22.37,38.01,59.84,81.94,74.66,93.26,93.26,78.44,71.43,63.88,45.55,30.73,15.63,10.24,14.56,4.85,4.04,7.28,16.71,22.1,16.71,7.55,2.16,5.12,15.9,20.75,28.84,20.49,50.94,37.2,49.06,42.59,68.19,57.95,8.09,5.39,4.31,7.28,2.43,3.5,3.5,5.39,8.36,7.82,15.36,17.52,12.13,5.93,3.23,3.77,6.2,27.49,38.54,35.04,31.27,41.78,42.05,66.04,85.44,54.72,64.42,73.58,57.41
BK0535,QFII重仓,18.33,18.33,9.7,11.86,15.9,14.56,23.45,18.06,31.27,28.03,17.25,21.02,39.08,43.4,60.92,75.47,46.09,48.52,56.6,78.17,87.33,73.58,58.76,77.9,68.73,68.46,75.74,66.31,36.93,37.47,34.23,43.13,31.27,31.0,44.74,59.03,51.75,78.44,82.21,83.29,83.29,85.18,88.68,76.82,61.46,47.71,38.27,25.61,14.82,8.63,18.33,12.94,7.28,22.1,44.47,62.26,78.98,83.29,88.68,87.87,80.86,84.64,84.1,66.58,75.74,71.7,50.4,47.17,44.2,43.67,36.93,28.84,46.36,54.99,58.49,55.8,63.88,61.73,71.7,80.86,83.83,85.98,90.03,87.6,76.01,68.46,79.25,79.78,60.92,51.75,39.89,33.42,27.22,24.53,29.38,38.81,29.92,26.15,33.96,31.54,34.23,45.01,56.06,62.26,59.57,64.96,62.53,65.5,60.38,71.16,66.58,50.67,37.2,36.12,33.42,33.96,27.49,21.29,24.8,25.07,42.59,51.48,46.63,42.32,39.35,29.92,30.19,34.77,28.57,25.34,19.14,10.24,10.24,14.29,13.75,16.98,12.94,12.67,21.29,11.32
BK0941,疫苗冷链,18.06,18.6,24.8,23.45,29.11,33.96,41.24,47.98,65.77,71.97,78.98,76.55,83.29,78.71,81.94,89.22,92.18,88.68,83.29,67.92,62.26,74.66,71.97,45.82,59.3,72.51,70.08,81.67,81.4,70.08,66.31,81.67,73.32,84.37,80.32,78.98,65.77,69.27,65.23,73.85,75.74,59.57,68.46,61.19,56.06,59.57,51.21,38.01,41.51,36.93,54.45,41.24,30.46,30.46,42.05,18.87,23.18,28.57,16.17,7.82,8.09,11.05,0.54,0.81,2.16,7.01,3.23,3.5,5.39,6.2,8.63,9.43,11.59,16.98,22.37,21.56,21.02,23.99,24.26,31.81,38.27,35.58,64.69,48.25,26.95,23.72,46.63,33.42,25.88,21.83,26.68,26.15,15.9,23.72,41.51,47.98,29.11,38.01,49.6,52.29,50.67,64.96,55.53,52.02,42.32,66.04,67.65,71.7,65.77,77.36,74.66,56.87,66.04,80.86,93.26,70.08,66.85,58.22,60.65,50.67,71.97,65.5,61.19,44.47,29.11,25.34,36.39,45.55,49.06,47.98,35.85,27.22,40.97,27.49,35.04,25.88,26.95,26.68,40.7,40.43
BK0866,人造肉,17.79,21.83,27.49,8.89,12.4,16.98,10.78,13.75,24.53,26.42,25.61,20.49,31.54,42.05,29.92,51.75,57.41,62.8,57.14,77.36,87.87,82.48,63.34,49.6,51.75,23.72,33.69,42.59,39.08,55.26,25.34,18.33,29.11,22.1,40.97,57.14,55.26,40.16,58.22,52.02,49.87,70.35,78.44,81.94,76.01,72.24,68.46,78.44,85.71,91.91,94.07,92.72,91.64,92.72,91.64,91.37,91.37,87.06,38.81,38.27,24.26,20.49,11.05,11.05,7.01,0.27,0.54,0.81,1.89,2.43,4.58,4.58,0.81,1.62,4.58,8.09,7.28,8.09,8.09,7.82,12.13,12.94,23.72,17.79,9.16,2.43,5.93,3.77,11.05,18.6,15.9,58.22,36.66,43.67,74.93,73.58,53.37,53.1,45.82,43.4,33.15,13.48,11.86,12.4,13.48,13.75,15.9,22.37,13.48,33.96,50.67,38.27,31.0,38.01,63.07,37.2,41.51,37.47,47.98,12.67,13.75,27.22,44.47,31.81,7.01,4.58,6.2,11.59,12.94,16.71,16.71,22.91,30.73,30.73,49.6,63.61,51.21,83.29,62.8,66.31
BK0456,家电行业,17.52,17.79,19.41,21.02,39.35,52.83,67.12,50.67,50.67,48.79,36.39,52.83,52.29,52.02,54.72,57.14,47.17,63.34,76.82,85.44,90.84,92.45,94.34,92.18,90.84,85.98,81.94,83.02,79.51,77.9,65.77,47.71,38.01,30.46,39.89,67.12,58.22,65.77,66.85,78.71,86.25,89.76,87.33,84.91,77.9,65.5,69.81,70.08,64.69,44.47,38.27,24.8,30.19,66.31,64.42,60.92,44.74,34.77,46.9,58.22,32.61,32.61,28.84,24.26,41.24,46.9,53.64,52.83,50.94,52.56,63.61,71.16,66.85,59.84,60.65,63.07,64.42,74.12,78.44,69.81,66.31,56.33,68.19,71.7,53.64,39.08,41.78,27.49,12.67,12.67,12.94,10.24,10.78,8.09,7.01,4.85,5.12,3.23,7.82,15.9,14.82,16.98,16.17,18.87,22.1,25.34,23.72,37.2,39.35,64.69,64.42,53.1,47.98,63.07,64.42,47.71,55.53,56.06,71.16,41.78,47.71,51.75,57.68,52.56,33.15,19.68,19.14,14.02,7.55,12.67,8.63,7.28,9.7,9.97,18.87,19.14,7.82,22.91,28.3,14.02
BK0973,注射器概念,17.25,18.87,32.35,53.91,95.15,91.91,84.1,81.13,41.78,58.49,73.32,63.61,84.37,78.98,55.53,62.8,78.98,89.76,92.45,85.71,83.29,74.93,66.31,71.97,87.6,90.84,91.91,86.79,78.17,83.56,71.43,82.75,63.07,79.78,72.51,79.25,79.25,92.45,95.96,95.42,94.34,94.61,95.69,97.84,92.99,93.8,93.26,91.91,95.96,99.19,99.73,99.73,98.65,97.84,98.11,96.77,98.11,97.84,94.07,96.5,96.23,97.57,97.84,94.88,98.38,95.96,81.94,64.15,52.29,16.44,5.12,1.89,10.51,18.87,27.76,31.27,60.65,75.74,87.87,91.64,93.8,90.84,93.53,94.34,94.34,63.34,90.03,74.93,64.15,59.57,65.77,90.03,81.67,75.74,36.66,82.75,76.55,75.74,66.58,19.41,6.2,3.77,14.29,25.07,36.12,74.93,41.78,77.36,75.2,95.69,98.11,85.98,87.87,92.18,77.9,15.9,33.96,30.73,34.5,20.49,24.53,49.33,16.98,20.75,52.02,52.29,42.86,23.72,33.15,39.08,32.08,11.32,33.42,21.56,35.58,54.72,33.42,41.24,74.39,64.15
BK0707,沪股通,16.98,19.95,10.51,9.43,13.48,15.36,24.8,18.33,48.79,50.4,46.09,36.39,46.09,51.48,64.42,63.88,36.12,29.65,28.3,41.24,70.89,70.62,62.26,67.65,53.91,47.17,66.04,56.87,51.75,37.74,18.87,23.45,17.79,24.26,38.01,52.56,39.35,57.14,51.75,64.15,73.85,77.63,76.55,70.62,68.73,60.92,60.92,52.02,50.4,43.13,58.76,47.17,42.32,52.02,39.35,40.16,53.91,57.68,61.73,57.41,25.88,23.72,20.22,23.45,30.46,29.11,21.56,24.8,25.88,19.95,24.8,32.35,36.12,34.77,31.81,28.3,32.08,37.47,46.63,43.67,47.98,45.55,60.38,52.56,45.82,42.05,48.25,39.08,30.46,30.46,34.5,37.74,39.35,50.13,62.26,57.95,48.79,50.13,55.53,53.91,49.06,57.41,41.78,36.66,38.81,37.2,40.43,45.01,38.27,50.67,52.29,39.35,42.32,51.75,52.83,56.87,63.61,59.03,58.49,42.86,52.56,60.92,59.84,62.53,57.41,59.03,65.77,66.58,65.23,74.39,73.05,67.12,74.39,74.39,70.08,62.8,52.29,46.36,56.87,60.92
BK0719,健康中国,16.71,18.06,18.6,12.67,14.56,19.95,18.33,15.09,23.45,33.15,35.85,28.57,36.66,42.59,42.86,45.82,37.47,51.21,47.98,53.37,66.31,67.92,63.07,51.75,67.12,60.65,72.24,80.32,87.6,93.53,85.71,85.98,77.36,68.19,74.39,85.44,84.91,83.29,84.37,85.44,89.76,88.95,91.91,91.64,90.57,90.03,92.99,92.72,94.34,94.88,92.18,90.03,83.29,88.95,90.03,80.59,74.93,70.08,47.98,56.87,66.58,72.78,59.3,51.21,53.91,46.36,29.11,25.07,11.86,9.97,9.43,6.74,12.94,19.41,24.8,27.22,35.31,35.31,49.6,64.42,77.36,71.97,89.49,77.9,58.76,27.76,31.54,21.29,18.87,12.13,10.51,15.9,8.09,9.43,22.1,41.24,31.27,21.83,16.98,13.48,11.32,16.17,20.22,29.65,19.14,28.03,23.18,40.7,46.63,69.0,71.43,28.03,25.07,16.98,31.0,13.48,22.1,19.95,15.9,9.97,10.51,23.72,29.38,19.41,10.78,11.59,11.05,12.67,25.88,51.75,44.74,37.74,43.4,49.06,53.64,68.73,47.44,66.85,64.96,39.08
BK0693,基因测序,16.44,14.56,19.14,14.29,26.15,24.26,48.52,50.13,52.02,44.74,45.82,42.05,67.92,60.38,72.78,86.79,87.33,87.6,93.8,95.15,95.96,94.88,93.8,86.25,80.86,67.12,54.45,61.46,33.15,58.22,57.68,71.7,49.87,40.7,60.11,87.87,86.52,89.22,94.88,95.15,96.23,97.3,96.77,97.3,93.8,90.84,91.91,93.53,92.99,87.06,72.51,71.16,32.61,80.59,92.45,87.6,85.98,70.62,43.94,27.22,44.74,54.72,31.81,16.44,24.53,32.35,13.75,9.43,7.55,13.21,6.47,4.04,8.89,20.22,26.95,22.91,25.34,20.75,28.03,49.06,62.53,70.08,86.25,69.27,30.73,7.28,18.33,14.82,7.82,4.58,3.77,5.93,1.62,2.16,5.39,29.92,25.34,25.07,21.29,18.87,21.56,43.4,49.06,59.57,50.13,77.9,60.65,63.61,58.49,73.05,69.81,12.94,12.67,11.32,13.75,1.89,5.12,7.82,5.66,5.93,7.01,11.86,17.25,9.7,8.89,6.74,5.39,4.85,19.68,33.96,26.68,16.71,21.56,17.25,32.35,42.59,23.72,57.68,71.43,57.14
BK0668,医疗器械,16.17,15.09,10.24,14.02,19.68,21.29,23.72,24.26,20.75,25.07,28.3,26.15,38.27,45.01,46.9,53.91,48.79,55.8,69.54,80.32,84.37,80.32,73.05,67.12,71.7,71.97,79.25,78.17,73.85,85.18,76.01,85.18,84.64,88.41,88.95,94.88,94.88,97.04,97.84,97.57,95.69,95.96,94.07,91.91,86.52,81.13,76.28,72.51,70.35,59.84,76.01,75.47,44.74,76.55,87.6,74.66,84.1,78.71,63.61,50.67,60.38,70.89,51.75,37.74,58.76,59.03,31.81,29.38,17.25,12.94,7.01,5.66,11.32,21.29,28.84,30.73,39.35,30.19,46.9,75.74,83.29,78.17,91.11,83.02,63.61,24.8,48.52,42.05,28.3,15.09,12.67,16.98,8.89,9.97,11.59,34.77,25.07,22.37,17.25,12.67,14.29,22.91,32.35,47.98,42.59,60.38,46.9,59.57,56.87,75.2,75.74,36.93,28.57,20.22,22.64,8.89,13.21,12.94,11.86,12.4,12.13,22.64,24.8,14.82,8.63,9.97,5.93,5.39,11.32,18.87,13.75,8.09,12.13,11.32,28.03,26.68,15.09,33.15,53.37,36.66
BK0568,深成500,15.9,15.63,7.28,7.82,9.97,11.59,13.48,12.4,26.15,21.83,14.82,13.75,25.34,24.26,28.3,29.65,23.72,21.56,31.27,52.29,78.17,66.85,69.27,80.05,71.16,63.88,74.39,57.68,32.35,35.04,21.83,26.95,14.29,19.95,30.19,47.44,39.08,66.85,66.58,74.93,76.55,80.05,82.21,72.24,62.8,52.56,48.25,39.89,36.66,28.03,47.17,33.69,26.15,39.62,40.97,51.75,68.46,63.88,69.54,64.69,35.58,39.62,32.08,24.53,43.13,40.7,27.49,30.46,33.96,30.19,29.92,24.26,37.74,40.97,34.5,28.57,40.7,42.32,44.74,47.17,49.06,61.19,61.19,54.45,46.63,46.36,45.01,46.9,35.58,40.7,38.27,38.01,42.59,49.6,61.73,60.38,49.06,50.94,50.4,43.94,40.16,51.75,47.44,48.52,53.1,48.52,52.29,50.13,49.33,61.19,60.65,43.67,38.01,36.93,29.65,35.04,34.23,34.5,30.73,17.52,21.29,29.11,31.27,31.0,31.54,32.08,38.27,35.58,32.35,43.4,42.32,45.01,53.37,55.8,54.45,57.68,50.4,56.06,61.73,56.06
BK0806,精准医疗,15.63,13.21,8.63,10.24,11.59,6.2,5.12,3.23,2.43,2.96,6.74,4.58,15.63,23.99,45.82,80.05,72.78,62.26,73.05,88.68,92.18,91.11,90.84,83.02,81.4,72.78,73.58,81.13,64.15,90.3,73.85,86.79,77.63,80.59,84.64,91.37,91.91,94.88,96.77,96.23,95.96,96.23,96.23,95.69,91.11,87.33,89.49,89.76,90.3,81.4,82.21,75.2,24.53,75.47,88.41,78.17,79.51,53.1,31.54,25.07,45.28,59.03,50.4,21.83,36.66,53.1,30.46,29.11,16.98,15.9,5.66,4.31,4.04,11.59,19.14,7.55,11.32,8.36,13.75,36.66,57.68,53.1,80.05,60.38,30.46,9.16,12.67,8.36,5.93,4.04,1.89,3.77,0.54,0.81,1.35,16.44,14.02,9.7,8.63,5.93,4.31,19.68,29.92,54.99,44.2,76.82,64.42,70.89,59.3,76.01,77.09,19.68,20.22,7.28,7.55,0.54,1.08,2.43,2.7,2.96,4.58,8.09,9.97,4.58,3.77,3.77,2.96,4.04,15.9,28.84,25.61,16.44,24.8,29.11,46.9,77.9,46.63,69.0,72.24,60.38
BK0870,单抗概念,15.36,4.31,6.2,7.28,9.43,7.01,9.16,7.28,9.16,14.56,16.98,23.18,41.51,50.67,70.08,77.9,69.0,64.96,63.07,69.27,83.02,74.12,46.63,21.29,19.68,7.01,39.08,41.51,50.13,56.87,24.26,44.74,38.27,58.22,72.78,91.11,89.76,94.07,95.15,96.5,96.5,96.5,97.84,94.61,91.64,85.98,87.6,87.33,91.37,89.22,92.45,93.8,72.78,97.3,95.69,94.61,93.26,94.34,60.92,34.23,29.11,21.56,13.48,0.54,15.63,22.64,3.77,1.08,1.62,4.58,2.7,3.5,1.89,7.82,6.74,6.2,13.21,9.16,12.94,37.47,58.76,60.92,90.57,78.71,28.57,5.39,5.66,7.01,8.89,3.23,4.58,9.43,1.89,7.82,31.81,73.32,66.04,68.19,54.45,42.86,28.84,32.88,37.2,40.43,30.46,53.64,54.45,62.8,52.56,72.78,73.85,27.49,23.18,18.33,16.44,3.77,4.31,7.01,4.58,1.62,2.43,3.23,4.58,2.96,3.23,2.7,2.7,1.62,10.24,31.27,28.57,16.17,24.26,26.42,40.7,57.95,26.15,58.76,67.65,43.94
BK0908,HIT电池,15.09,15.9,6.74,7.01,7.28,16.71,16.44,25.34,34.77,26.15,26.95,34.5,71.43,60.92,90.84,72.51,68.46,35.31,70.08,86.25,94.61,86.79,72.51,71.7,94.34,91.37,87.87,83.29,29.38,17.25,10.24,12.4,7.28,23.99,1.08,6.2,5.39,26.42,52.56,52.29,63.34,59.84,82.48,88.95,87.6,90.3,86.52,82.48,68.73,75.74,83.56,83.02,76.55,12.4,16.71,11.32,28.84,12.67,35.58,67.92,73.58,80.59,91.11,76.01,69.81,70.08,74.66,89.76,94.07,94.88,75.2,57.95,55.53,68.19,75.74,85.18,88.41,97.04,98.11,92.18,98.92,99.19,99.46,99.46,99.19,99.19,99.19,95.15,95.69,94.61,88.95,67.12,90.57,83.56,88.95,94.07,96.23,97.04,99.46,99.73,98.11,98.92,98.38,98.92,97.3,95.96,96.5,96.23,84.37,67.92,90.3,89.49,77.09,43.67,72.24,92.99,38.54,46.9,82.75,99.19,98.11,99.19,99.19,99.46,99.73,99.19,99.73,99.46,98.92,88.68,91.64,46.63,26.95,9.43,1.08,0.54,59.3,0.0,0.0,9.16
BK0723,高送转,14.82,2.43,1.35,1.35,3.5,20.22,40.16,83.02,49.6,46.09,72.24,99.46,99.73,99.73,99.46,99.46,98.38,97.84,99.73,99.46,98.92,89.76,84.64,65.23,60.92,61.99,90.3,95.42,69.54,41.78,58.76,39.35,29.65,27.76,34.5,60.11,45.01,77.36,88.68,88.68,83.56,80.59,84.91,71.43,52.02,31.81,22.1,12.4,6.47,6.74,12.67,29.38,23.18,61.46,81.4,87.06,87.33,91.11,91.37,90.03,91.11,90.57,93.8,83.83,87.06,86.79,80.32,71.97,74.93,76.55,57.95,46.9,57.14,63.61,70.89,80.59,91.11,89.49,87.33,88.14,90.57,91.64,90.3,89.22,71.7,53.1,50.94,60.92,61.73,56.33,50.67,49.6,54.99,48.79,52.56,58.76,64.69,72.24,68.19,68.19,71.7,76.55,86.25,89.22,90.57,95.42,93.26,93.53,91.37,94.88,87.87,80.32,64.96,44.47,43.4,35.58,23.72,19.68,25.07,28.3,41.24,34.5,29.92,25.34,15.63,16.44,9.16,19.41,13.48,17.52,13.48,7.55,12.4,14.82,18.33,22.91,33.69,26.95,30.46,17.79
BK0889,医疗美容,14.56,14.02,5.93,5.39,2.96,1.62,1.08,4.04,19.95,19.95,42.86,45.28,95.42,96.23,97.84,96.5,96.5,81.4,86.52,96.5,97.57,97.04,97.04,97.3,96.5,99.73,99.73,99.73,99.46,99.46,99.73,99.73,99.46,97.84,98.92,99.19,99.19,97.3,97.57,98.38,97.84,98.92,99.73,99.73,99.19,97.84,97.84,99.46,99.73,99.73,99.46,99.46,92.72,96.23,99.46,97.04,97.57,73.32,32.35,77.9,90.03,77.63,19.41,19.14,15.36,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,4.31,14.29,24.53,16.71,39.89,70.08,84.1,84.91,96.23,92.18,70.35,15.36,23.72,18.33,6.47,2.43,0.0,9.7,1.08,2.96,9.97,54.18,44.74,41.78,21.56,8.36,8.09,4.58,8.63,12.67,4.31,6.2,3.5,5.39,6.74,23.99,50.13,8.63,2.7,2.96,14.56,5.66,8.63,9.7,8.09,6.47,2.7,5.39,7.01,7.01,1.35,1.89,1.89,4.31,8.89,21.56,15.36,17.79,30.46,27.22,43.4,45.28,29.38,66.31,64.69,49.33
BK0676,独家药品,14.29,12.94,7.01,8.09,15.63,13.75,23.18,15.63,13.75,35.31,48.25,49.87,83.83,91.11,86.79,85.98,80.05,90.3,94.88,94.34,95.42,94.07,84.1,59.3,68.19,83.56,87.06,82.48,84.37,76.55,44.47,62.26,58.76,53.64,81.94,92.99,89.22,93.8,93.26,95.69,95.42,95.15,95.42,94.88,87.06,72.78,79.78,76.55,89.76,76.01,81.94,89.76,77.9,97.04,97.04,95.69,97.04,97.3,78.44,78.17,80.05,62.26,54.18,20.75,38.54,44.74,14.29,2.96,2.96,4.04,1.35,3.77,1.08,2.16,6.2,3.23,4.85,4.58,12.67,55.8,83.56,83.56,98.11,98.65,91.37,73.58,69.0,56.6,37.2,10.24,7.28,8.36,0.27,0.27,4.85,19.68,26.95,19.14,10.78,11.86,9.7,10.51,9.97,11.86,3.77,12.4,8.89,18.6,20.22,31.27,30.73,5.93,7.01,9.97,31.54,11.59,16.98,14.56,14.56,7.82,9.43,30.73,33.42,28.57,11.32,9.7,14.02,16.17,39.35,71.97,64.96,54.99,55.8,60.11,68.19,83.83,59.84,69.81,71.7,52.29
BK0965,社区团购,14.02,19.14,22.91,19.41,12.13,25.07,46.09,33.42,28.57,43.67,37.2,27.76,26.95,36.93,49.87,81.4,71.7,86.79,87.33,81.4,79.25,73.05,66.85,67.39,56.06,16.98,19.68,8.89,25.61,77.36,70.62,60.92,48.79,19.41,61.99,66.31,77.9,61.19,23.45,7.55,9.7,20.49,33.69,43.67,22.37,22.1,17.25,13.21,29.11,43.67,43.94,35.04,22.64,33.69,36.93,29.92,30.19,54.99,55.26,42.59,30.19,25.34,41.51,35.85,46.09,50.94,23.99,22.64,17.52,15.63,15.63,15.9,21.02,12.94,7.28,3.5,6.2,3.5,1.62,1.35,5.39,3.77,6.2,9.97,6.47,5.12,5.39,2.16,2.16,3.5,3.5,4.31,2.16,1.89,0.81,0.54,0.81,0.54,0.81,0.81,1.08,0.81,0.81,1.08,4.85,4.04,4.04,6.47,7.55,27.49,43.13,36.12,41.78,59.57,65.5,62.53,62.26,60.92,63.61,12.94,11.32,15.09,27.49,10.51,5.39,4.04,16.71,17.79,21.56,33.42,37.47,35.85,45.82,52.02,55.53,55.26,21.56,77.36,56.6,43.4
BK0841,体外诊断,13.75,4.04,6.47,9.16,14.02,12.13,21.02,12.13,5.93,4.04,8.09,5.93,18.87,28.57,26.42,48.52,39.62,59.57,72.24,90.03,89.49,88.41,86.25,68.46,79.51,80.05,86.25,80.86,80.59,96.77,94.88,95.96,98.38,98.92,97.57,98.92,97.84,98.65,99.73,99.46,99.46,98.38,97.3,93.53,85.18,65.77,56.6,39.35,8.36,2.7,2.96,6.74,1.35,14.02,69.0,47.98,75.47,62.26,56.06,23.72,43.4,69.27,51.21,16.98,34.77,49.87,20.49,18.33,4.58,11.59,3.77,2.7,5.39,14.02,23.18,10.51,16.44,16.44,22.91,51.75,77.63,66.58,88.41,70.62,25.34,10.78,21.56,11.59,10.24,5.93,0.81,3.23,0.81,1.08,1.89,12.94,9.16,6.74,4.04,3.5,4.85,28.84,40.97,72.24,66.31,93.53,79.78,84.91,76.28,92.45,87.33,29.92,20.75,3.23,2.96,0.0,0.54,0.81,0.54,0.54,0.54,0.54,1.08,0.54,0.27,0.0,0.27,0.27,3.5,6.74,3.77,1.89,4.04,1.08,18.6,20.49,4.58,14.56,28.84,19.95
BK0865,电子烟,13.48,14.29,4.31,8.63,11.86,11.86,16.98,10.78,19.41,8.89,9.43,10.78,28.3,11.59,23.99,9.16,2.96,5.93,6.47,7.28,6.47,5.12,5.39,15.63,9.7,24.26,65.77,60.38,37.47,82.48,82.75,69.0,75.2,85.44,85.18,87.6,90.57,94.61,95.42,87.87,80.86,78.17,67.92,44.47,45.28,55.26,29.38,27.76,11.86,11.05,41.78,62.8,82.48,91.64,88.68,86.79,91.64,91.37,92.99,94.88,90.57,90.03,85.18,57.41,86.52,86.52,74.12,72.24,77.09,64.42,76.82,63.34,64.96,67.92,68.19,60.92,87.87,91.91,91.11,90.3,83.02,85.44,83.83,86.25,79.25,85.71,77.36,87.06,83.02,83.56,85.18,85.18,79.78,70.62,53.1,45.01,34.23,20.49,42.32,48.25,37.74,33.42,60.92,73.85,78.17,82.21,83.56,75.74,67.92,54.99,78.71,77.36,75.2,65.5,52.56,50.13,18.6,32.88,43.4,65.5,63.88,70.08,45.55,57.41,53.64,63.07,78.71,60.38,63.07,73.85,70.08,65.23,73.32,67.12,44.2,46.63,43.67,44.2,21.83,4.58
BK0548,生物疫苗,13.21,5.12,5.39,4.85,8.36,5.93,12.94,8.09,10.24,11.59,17.52,14.02,33.15,40.7,51.75,74.93,39.89,44.47,48.52,61.99,70.62,60.92,45.55,36.93,43.94,33.96,69.81,71.16,66.58,78.71,59.03,77.09,63.34,72.51,76.01,91.91,85.44,91.37,92.99,93.8,94.88,94.88,95.15,94.34,92.45,85.71,89.76,87.87,88.68,89.49,85.71,78.98,33.15,75.2,84.37,51.21,70.08,54.72,19.41,12.13,18.6,28.03,18.06,10.51,16.98,43.13,16.17,7.82,15.36,10.24,6.74,5.93,3.77,5.12,7.82,2.96,5.12,7.55,8.36,33.96,48.79,56.6,81.67,82.75,60.92,31.54,28.57,26.95,26.42,9.16,14.02,25.61,17.79,19.41,35.31,64.96,67.12,54.72,42.59,38.27,25.07,28.3,33.15,42.05,40.97,64.42,53.1,69.27,55.53,71.7,67.92,28.57,15.63,14.29,8.09,3.23,4.58,2.16,4.31,5.66,5.93,10.24,22.1,13.21,11.86,12.4,12.94,12.13,21.83,30.46,22.91,14.82,21.83,19.95,33.15,30.73,18.6,47.71,64.42,46.9
BK0476,木业家具,12.94,20.22,28.84,55.26,88.41,88.95,96.77,95.15,93.26,87.6,83.83,86.25,95.15,86.79,94.07,96.23,93.26,94.07,90.3,92.45,87.6,78.98,25.07,13.75,8.63,1.08,10.51,23.18,12.67,5.66,14.02,11.05,12.4,20.49,7.55,19.14,12.67,5.12,15.63,36.12,21.02,26.95,29.38,44.2,49.87,29.38,24.8,13.75,9.16,5.12,5.93,5.12,6.47,5.39,16.44,50.94,50.67,77.9,84.37,88.41,83.56,92.72,92.72,90.3,83.02,60.11,68.73,61.73,43.13,34.23,31.0,21.02,21.83,19.68,11.05,18.6,15.9,17.25,27.76,35.04,18.6,9.7,14.29,16.17,13.48,13.75,12.94,9.7,10.78,5.12,16.17,46.36,35.58,25.34,25.07,11.32,4.04,4.04,1.89,11.59,5.66,3.23,2.7,3.5,2.96,4.85,5.66,9.7,16.71,40.97,37.2,47.44,54.72,64.96,87.06,77.9,79.78,74.66,74.93,22.1,39.89,39.62,61.46,41.24,19.41,15.63,13.75,17.25,12.67,21.02,18.33,23.99,17.52,20.75,34.23,17.79,11.32,25.61,15.9,4.31
